fec_id,state_abbr,first_name,last_name,name,party,inc,tot_rec
H6MI12181,MI,candice,miller,candice miller,Republican,Incumbent,9581.91
H4MI11089,MI,anil,kumar,anil kumar,Democrat,Challenger,1177138.09
H2MI11133,MI,kerry,bentivolio,kerry bentivolio,Republican,Challenger,46201.49
H4MI11097,MI,david,trott,david trott,Republican,Incumbent,1353149.44
H4MI12079,MI,debbie,dingell,debbie dingell,Democrat,Incumbent,1176763.41
H6MI12264,MI,jeff,jones,jeff jones,Republican,Challenger,40861.0
H6MI12272,MI,thomas,bagwell,thomas bagwell,Other,Challenger,889.06
H6MI01028,MI,john,conyers,john conyers,Democrat,Incumbent,627678.4
H6MI13213,MI,janice,winfrey,janice winfrey,Democrat,Challenger,84057.34
H2MI14111,MI,brenda,lawrence,brenda lawrence,Democrat,Incumbent,872534.44
H6MI14195,MI,terrance,morrison,terrance morrison,Democrat,Challenger,10200.0
H6MN01174,MN,timothy,walz,timothy walz,Democrat,Incumbent,1572880.8
H0MN01045,MN,james,hagedorn,james hagedorn,Republican,Challenger,368847.14
H6MN02131,MN,angela,craig,angela craig,Democrat,Challenger,4811520.19
H2MN02130,MN,david,gerson,david gerson,Republican,Challenger,260305.55
H6MN02149,MN,jason,lewis,jason lewis,Republican,Open,1045808.6
H6MN02156,MN,pamela,myhra,pamela myhra,Republican,Open,52677.38
H6MN02164,MN,john,howe,john howe,Republican,Open,851389.09
H6MN02198,MN,darlene,miller,darlene miller,Republican,Open,438300.53
H6MN02214,MN,matthew,erickson,matthew erickson,Republican,Open,64001.88
H8MN06047,MN,john,kline,john kline,Republican,Incumbent,745880.89
H6MN02123,MN,mary,lawrence,mary lawrence,Other,Challenger,1581291.69
H4MN02136,MN,paula,overby,paula overby,Other,Open,3817.61
H8MN03077,MN,erik,paulsen,erik paulsen,Republican,Incumbent,4954433.03
H8MN03069,MN,terri,bonoff,terri bonoff,Other,Challenger,1975383.62
H6MN04236,MN,gregory,ryan,gregory ryan,Republican,Challenger,65628.55
H0MN04049,MN,betty,mccollum,betty mccollum,Other,Incumbent,920365.29
H6MN05183,MN,keith,ellison,keith ellison,Democrat,Incumbent,2799429.48
H4MN05071,MN,douglas,daggett,douglas daggett,Republican,Challenger,67.02
H4MN06087,MN,thomas,emmer,thomas emmer,Republican,Incumbent,1887293.93
H6MN06165,MN,aliena,kern,aliena kern,Republican,Challenger,29031.12
H6MN06157,MN,robert,helland,robert helland,Other,Challenger,4743.0
H2MN07014,MN,collin,peterson,collin peterson,Democrat,Incumbent,1203941.53
H6MN07288,MN,amanda,hinson,amanda hinson,Republican,Challenger,25838.96
H6MN07304,MN,david,hughes,david hughes,Republican,Challenger,19835.65
H6MN07296,MN,kevin,winge,kevin winge,Independent,Challenger,13651.0
H4MN08083,MN,stewart,mills,stewart mills,Republican,Challenger,3778710.55
H2MN08111,MN,richard,nolan,richard nolan,Other,Incumbent,3047314.2
H0MO01066,MO,william,clay,william clay,Democrat,Incumbent,660079.99
H6MO01253,MO,maria,chappellenadal,maria chappellenadal,Democrat,Challenger,82390.5
H8MO02158,MO,william,haas,william haas,Democrat,Challenger,12264.0
H6MO01261,MO,paul,berry,paul berry,Republican,Challenger,0.0
H0MO02213,MO,arthur,lieber,arthur lieber,Democrat,Challenger,0.0
H6MO02301,MO,bill,otto,bill otto,Democrat,Challenger,463311.27
H2MO02102,MO,ann,wagner,ann wagner,Republican,Incumbent,2326366.1
H8MO09153,MO,blaine,luetkemeyer,blaine luetkemeyer,Republican,Incumbent,1905574.11
H6MO03325,MO,doanita,simmons,doanita simmons,Other,Challenger,2663.0
H6MO04216,MO,james,white,james white,Democrat,Challenger,9815.47
H6MO04224,MO,gordon,christensen,gordon christensen,Democrat,Challenger,217312.08
H0MO04086,MO,vicky,hartzler,vicky hartzler,Republican,Incumbent,928062.53
H4MO04138,MO,john,webb,john webb,Republican,Challenger,14656.0
H4MO05234,MO,emanuel,cleaver,emanuel cleaver,Democrat,Incumbent,1165082.56
H6MO05189,MO,jacob,turk,jacob turk,Republican,Challenger,124450.53
H6MO05205,MO,austin,rucker,austin rucker,Republican,Challenger,310.0
H0MO06172,MO,kyle,yarber,kyle yarber,Democrat,Challenger,2148.0
H6MO06211,MO,travis,gonzalez,travis gonzalez,Democrat,Challenger,221.0
H0MO06073,MO,samuel,graves,samuel graves,Republican,Incumbent,1526911.24
H4MO07131,MO,rebecca,williams,rebecca williams,Democrat,Challenger,20564.3
H0MO07113,MO,billy,long,billy long,Republican,Incumbent,1468339.43
H6MO07201,MO,lydle,spencer,lydle spencer,Republican,Challenger,2837.85
H6MO07268,MO,mary,byrne,mary byrne,Republican,Challenger,29108.21
H2MO08067,MO,daniel,mahn,daniel mahn,Republican,Challenger,16425.0
H6MO08142,MO,hal,brown,hal brown,Republican,Challenger,58168.33
H4MO08162,MO,jason,smith,jason smith,Other,Incumbent,1696238.68
H8MP00041,MP,gregorio,sablan,gregorio sablan,Independent,Incumbent,46910.6
H6MS01255,MS,walter,zinn,walter zinn,Democrat,Open,29860.28
H0MS01043,MS,patrick,nunnelee,patrick nunnelee,Republican,Incumbent,25558.24
H0MS01050,MS,herman,ross,herman ross,Republican,Open,107933.48
H6MS01131,MS,john,kelly,john kelly,Republican,Incumbent,1104907.86
H6MS01149,MS,mike,tagert,mike tagert,Republican,Open,481355.0
H6MS01156,MS,boyce,adams,boyce adams,Republican,Open,526765.41
H6MS01164,MS,nancy,collins,nancy collins,Republican,Open,247121.35
H6MS01172,MS,gregory,pirkle,gregory pirkle,Republican,Open,462392.04
H6MS01180,MS,michael,mills,michael mills,Republican,Open,181600.0
H6MS01198,MS,roger,jones,roger jones,Republican,Open,538358.0
H6MS01206,MS,ed,holliday,ed holliday,Republican,Open,140365.0
H6MS01214,MS,sam,adcock,sam adcock,Republican,Open,316231.96
H6MS01222,MS,robert,whitwell,robert whitwell,Republican,Open,218790.27
H6MS01230,MS,daniel,sparks,daniel sparks,Other,Challenger,27100.28
H4MS02068,MS,bennie,thompson,bennie thompson,Democrat,Incumbent,1029909.16
H6MS02162,MS,john,ii,john ii,Republican,Challenger,0.0
H8MS03067,MS,gregg,harper,gregg harper,Republican,Incumbent,1009225.0
H6MS04192,MS,mark,gladney,mark gladney,Democrat,Challenger,61077.05
H0MS04120,MS,steven,palazzo,steven palazzo,Republican,Incumbent,782618.1
H6MT01095,MT,denise,juneau,denise juneau,Democrat,Challenger,2760222.95
H4MT01041,MT,ryan,zinke,ryan zinke,Republican,Incumbent,5680723.67
H4NC01046,NC,k,butterfield,k butterfield,Democrat,Incumbent,1113965.75
H6NC01108,NC,harold,dew,harold dew,Republican,Challenger,21148.0
H6NC01124,NC,joseph,summerell,joseph summerell,Other,Challenger,21511.64
H6NC13046,NC,john,mcneil,john mcneil,Democrat,Challenger,84665.84
H0NC02059,NC,renee,ellmers,renee ellmers,Republican,Incumbent,1393532.73
H0NC04147,NC,frank,roche,frank roche,Republican,Challenger,28780.89
H6NC02114,NC,james,duncan,james duncan,Republican,Challenger,535238.12
H6NC02148,NC,gregory,brannon,gregory brannon,Republican,Challenger,116145.99
H6NC03161,NC,ernest,reeves,ernest reeves,Democrat,Challenger,0.0
H2NC01081,NC,walter,jones,walter jones,Republican,Incumbent,675247.86
H4NC03059,NC,william,griffin,william griffin,Republican,Challenger,359680.06
H6NC03138,NC,philip,law,philip law,Republican,Challenger,154532.32
H6NC04037,NC,david,price,david price,Democrat,Incumbent,793105.6
H6NC04151,NC,sue,googe,sue googe,Republican,Challenger,115969.32
H6NC05125,NC,charlie,wallin,charlie wallin,Democrat,Challenger,5571.09
H6NC06131,NC,james,roberts,james roberts,Democrat,Challenger,5386.75
H4NC05146,NC,virginia,foxx,virginia foxx,Republican,Incumbent,1580094.72
H6NC05117,NC,patricia,curran,patricia curran,Republican,Challenger,88749.16
H6NC06099,NC,powell,glidewell,powell glidewell,Democrat,Challenger,95312.54
H4NC06052,NC,bradley,walker,bradley walker,Republican,Incumbent,907920.57
H4NC06144,NC,kenn,kopf,kenn kopf,Republican,Challenger,7351.0
H6NC06107,NC,christopher,hardin,christopher hardin,Republican,Challenger,31090.71
H4NC07100,NC,wesley,casteen,wesley casteen,Democrat,Challenger,14888.0
H2NC07096,NC,david,rouzer,david rouzer,Republican,Incumbent,1346086.13
H6NC08145,NC,thomas,mills,thomas mills,Democrat,Challenger,407264.3
H0NC08163,NC,timothy,dannunzio,timothy dannunzio,Republican,Challenger,239410.86
H2NC08185,NC,richard,hudson,richard hudson,Republican,Incumbent,2098886.3
H6NC09184,NC,fernando,cano,fernando cano,Democrat,Challenger,60264.42
H2NC09134,NC,robert,pittenger,robert pittenger,Republican,Incumbent,1140818.29
H6NC09168,NC,john,burk,john burk,Republican,Challenger,1150.0
H6NC09192,NC,todd,johnson,todd johnson,Republican,Challenger,220610.0
H6NC09200,NC,mark,harris,mark harris,Republican,Challenger,180743.97
H6NC10158,NC,carl,millard,carl millard,Democrat,Challenger,391349.83
H4NC10047,NC,patrick,mchenry,patrick mchenry,Republican,Incumbent,3226166.96
H4NC11086,NC,tom,hill,tom hill,Democrat,Challenger,4464.01
H6NC11198,NC,frederick,bryson,frederick bryson,Democrat,Challenger,47956.0
H2NC11080,NC,mark,meadows,mark meadows,Republican,Incumbent,659568.95
H4NC05260,NC,gardenia,henley,gardenia henley,Democrat,Challenger,10375.98
H4NC12084,NC,malcolm,graham,malcolm graham,Democrat,Challenger,104622.49
H4NC12100,NC,alma,adams,alma adams,Democrat,Incumbent,928244.67
H6NC12055,NC,patricia,cotham,patricia cotham,Democrat,Challenger,121189.52
H6NC12063,NC,carla,cunningham,carla cunningham,Democrat,Challenger,42878.19
H4NC12142,NC,archie,threatt,archie threatt,Republican,Challenger,41698.75
H6NC12030,NC,ryan,duffie,ryan duffie,Republican,Challenger,6585.0
H4NC06136,NC,bruce,davis,bruce davis,Democrat,Challenger,102615.18
H4NC13058,NC,arunava,sanyal,arunava sanyal,Democrat,Challenger,10449.0
H6NC02130,NC,adam,coker,adam coker,Democrat,Challenger,21731.3
H6NC13160,NC,bob,isner,bob isner,Democrat,Challenger,21349.0
H6NC13210,NC,kevin,griffin,kevin griffin,Democrat,Challenger,19829.36
H2NC13110,NC,george,holding,george holding,Republican,Incumbent,2773011.64
H6NC02122,NC,kay,daly,kay daly,Republican,Challenger,187781.57
H6NC03179,NC,charles,barrett,charles barrett,Republican,Challenger,241402.41
H6NC09176,NC,george,rouco,george rouco,Republican,Challenger,81910.85
H6NC13053,NC,andrew,brock,andrew brock,Republican,Challenger,134525.0
H6NC13061,NC,vernon,robsinson,vernon robsinson,Republican,Challenger,93083.77
H6NC13087,NC,john,blust,john blust,Republican,Challenger,51561.68
H6NC13095,NC,paul,henning,paul henning,Republican,Challenger,89181.0
H6NC13103,NC,farren,shoaf,farren shoaf,Republican,Challenger,14956.0
H6NC13111,NC,kathleen,feather,kathleen feather,Republican,Challenger,0.0
H6NC13129,NC,theodore,budd,theodore budd,Republican,Challenger,611328.76
H6NC13137,NC,julia,howard,julia howard,Republican,Challenger,63995.0
H6NC13145,NC,jason,walser,jason walser,Republican,Challenger,85002.54
H6ND01015,ND,chase,eyes,chase eyes,Democrat,Challenger,228174.97
H0ND01026,ND,kevin,cramer,kevin cramer,Republican,Incumbent,1408240.58
H4ND01028,ND,jack,seaman,jack seaman,Other,Challenger,2530.0
H4NE01064,NE,jeffrey,fortenberry,jeffrey fortenberry,Republican,Incumbent,802661.38
H4NE02054,NE,brad,ashford,brad ashford,Democrat,Incumbent,2512188.38
H4NE02120,NE,chip,maxwell,chip maxwell,Republican,Challenger,111770.97
H6NE02125,NE,donald,bacon,donald bacon,Republican,Challenger,1607044.1
H6NE03115,NE,adrian,smith,adrian smith,Republican,Incumbent,1165784.51
H6NE03156,NE,lisa,heineman,lisa heineman,Independent,Challenger,0.0
H6NH01230,NH,carol,sheaporter,carol sheaporter,Democrat,Challenger,1537929.58
H0NH01217,NH,frank,guinta,frank guinta,Republican,Incumbent,1540561.73
H0NH01225,NH,richard,ashooh,richard ashooh,Republican,Challenger,318115.22
H4NH01219,NH,daniel,innis,daniel innis,Republican,Challenger,219852.32
H6NH01289,NH,jamieson,gradert,jamieson gradert,Republican,Challenger,190.0
H6NH01297,NH,pamela,tucker,pamela tucker,Republican,Challenger,100710.55
H6NH01271,NH,shawn,oconnor,shawn oconnor,Independent,Challenger,2031306.36
H0NH02181,NH,ann,kuster,ann kuster,Democrat,Incumbent,3221019.51
H6NH02162,NH,jack,flanagan,jack flanagan,Republican,Challenger,60575.5
H6NH02188,NH,len,mannino,len mannino,Republican,Challenger,0.0
H6NH02238,NH,jim,lawrence,jim lawrence,Republican,Challenger,105442.61
H4NJ01084,NJ,donald,norcross,donald norcross,Democrat,Incumbent,2431549.03
H6NJ01188,NJ,alexander,law,alexander law,Democrat,Challenger,81517.98
H6NJ01204,NJ,robert,patterson,robert patterson,Republican,Challenger,213282.85
H4NJ01142,NJ,scot,tomaszewski,scot tomaszewski,Independent,Challenger,9984.0
H4NJ02157,NJ,david,cole,david cole,Democrat,Challenger,127884.19
H2NJ02037,NJ,frank,lobiondo,frank lobiondo,Republican,Incumbent,1598321.69
H6NJ02194,NJ,james,keenan,james keenan,Other,Challenger,502.48
H4NJ03163,NJ,frederick,lavergne,frederick lavergne,Democrat,Challenger,600.0
H4NJ03130,NJ,thomas,macarthur,thomas macarthur,Republican,Incumbent,1921317.84
H6NJ04158,NJ,lorna,phillipson,lorna phillipson,Democrat,Challenger,160233.65
H8NJ04014,NJ,christopher,smith,christopher smith,Republican,Incumbent,728767.64
H6NJ05171,NJ,josh,gottheimer,josh gottheimer,Democrat,Challenger,4799702.17
H2NJ05261,NJ,michael,cino,michael cino,Republican,Challenger,13797.0
H8NJ05052,NJ,scott,garrett,scott garrett,Republican,Incumbent,2469908.66
H2NJ07168,NJ,jun,choi,jun choi,Democrat,Challenger,1000.0
H8NJ03073,NJ,frank,pallone,frank pallone,Democrat,Incumbent,2415229.49
H6NJ06229,NJ,brent,sonnekschmelz,brent sonnekschmelz,Republican,Challenger,75784.4
H6NJ07151,NJ,peter,jacob,peter jacob,Democrat,Challenger,320853.43
H6NJ07144,NJ,york,cook,york cook,Republican,Challenger,6415.0
H6NJ07169,NJ,david,larsen,david larsen,Republican,Challenger,277626.96
H6NJ07177,NJ,craig,heard,craig heard,Republican,Challenger,30739.9
H6NJ12136,NJ,leonard,lance,leonard lance,Republican,Incumbent,1120242.4
H6NJ08159,NJ,eloy,delgado,eloy delgado,Democrat,Challenger,14645.49
H6NJ13191,NJ,albio,sires,albio sires,Democrat,Incumbent,635397.21
H4NJ09095,NJ,michael,wildes,michael wildes,Democrat,Challenger,43733.85
H6NJ08118,NJ,william,pascrell,william pascrell,Democrat,Incumbent,1743985.39
H6NJ09231,NJ,hector,castillo,hector castillo,Republican,Challenger,99778.6
H2NJ10154,NJ,donald,payne,donald payne,Democrat,Incumbent,538946.11
H6NJ11120,NJ,richard,mcfarlane,richard mcfarlane,Democrat,Challenger,741.03
H2NJ05014,NJ,rodney,frelinghuysen,rodney frelinghuysen,Republican,Incumbent,1994556.82
H4NJ11109,NJ,richard,glahn,richard glahn,Republican,Challenger,44280.0
H4NJ12149,NJ,bonnie,coleman,bonnie coleman,Democrat,Incumbent,1102180.85
H8NM01257,NM,michelle,grisham,michelle grisham,Democrat,Incumbent,1885721.53
H6NM02101,NM,merrie,soules,merrie soules,Democrat,Challenger,405438.89
H2NM02126,NM,stevan,pearce,stevan pearce,Republican,Incumbent,1860536.25
H8NM03196,NM,ben,lujan,ben lujan,Democrat,Incumbent,2108972.55
H6NM03067,NM,michael,romero,michael romero,Republican,Challenger,98903.73
H6NM03075,NM,michael,lucero,michael lucero,Republican,Challenger,9614.0
H8NV03036,NV,dina,titus,dina titus,Democrat,Incumbent,952070.38
H6NV01208,NV,mary,perry,mary perry,Republican,Challenger,31504.87
H6NV01224,NV,freddy,horne,freddy horne,Republican,Challenger,73862.55
H6NV01232,NV,reuben,dsilva,reuben dsilva,Other,Challenger,26094.17
H4NV02136,NV,vance,alm,vance alm,Democrat,Challenger,10791.45
H6NV02248,NV,hugh,evans,hugh evans,Democrat,Challenger,209819.06
H6NV02255,NV,rick,shepherd,rick shepherd,Democrat,Challenger,8754.29
H2NV02395,NV,mark,amodei,mark amodei,Republican,Incumbent,870349.56
H6NV03089,NV,jesse,sbaih,jesse sbaih,Democrat,Open,772671.68
H6NV03139,NV,jacky,rosen,jacky rosen,Democrat,Open,1730753.77
H6NV03147,NV,alex,singer,alex singer,Democrat,Open,4864.97
H0NV03058,NV,joe,heck,joe heck,Republican,Incumbent,913833.7
H2NV04045,NV,danny,tarkanian,danny tarkanian,Republican,Open,2081375.71
H4NV01153,NV,annette,teijeiro,annette teijeiro,Republican,Open,150819.76
H6NV03063,NV,michael,roberson,michael roberson,Republican,Open,977617.22
H6NV03071,NV,andrew,matthews,andrew matthews,Republican,Open,255488.7
H6NV03105,NV,michele,fiore,michele fiore,Republican,Open,520944.4
H6NV03121,NV,kerry,bowers,kerry bowers,Republican,Open,23463.21
H2NV00050,NV,ruben,kihuen,ruben kihuen,Democrat,Challenger,2248239.36
H6NV04012,NV,lucy,flores,lucy flores,Democrat,Challenger,1124150.45
H6NV04020,NV,susie,lee,susie lee,Democrat,Challenger,1651680.38
H6NV04038,NV,john,oceguera,john oceguera,Democrat,Challenger,335137.59
H6NV04046,NV,daniel,rolle,daniel rolle,Democrat,Challenger,8131.68
H6NV04053,NV,michael,schaefer,michael schaefer,Democrat,Challenger,41501.0
H4NV04017,NV,cresent,hardy,cresent hardy,Republican,Incumbent,1892629.38
H6NY01126,NY,anna,throneholst,anna throneholst,Democrat,Challenger,3897881.86
H8NY01148,NY,lee,zeldin,lee zeldin,Republican,Incumbent,4412494.79
H6NY01118,NY,david,calone,david calone,Other,Challenger,1707348.88
H6NY02124,NY,duwayne,gregory,duwayne gregory,Democrat,Challenger,376956.35
H2NY03089,NY,peter,king,peter king,Republican,Incumbent,1066997.59
H0NY02085,NY,steve,israel,steve israel,Democrat,Incumbent,1433658.49
H6NY03205,NY,anna,kaplan,anna kaplan,Democrat,Open,826085.88
H6NY03221,NY,steven,stern,steven stern,Democrat,Open,836633.81
H6NY03247,NY,thomas,suozzi,thomas suozzi,Democrat,Open,2410013.78
H6NY03254,NY,jon,kaiman,jon kaiman,Democrat,Open,447728.45
H6NY03189,NY,chad,lupinacci,chad lupinacci,Republican,Open,27720.0
H6NY03197,NY,jack,martins,jack martins,Republican,Open,1179479.64
H6NY03262,NY,philip,pidot,philip pidot,Republican,Open,152210.22
H4NY04075,NY,kathleen,rice,kathleen rice,Democrat,Incumbent,2119648.91
H0NY04099,NY,francis,becker,francis becker,Republican,Challenger,20.65
H6NY03171,NY,david,gurfein,david gurfein,Republican,Open,451163.28
H6NY05051,NY,james,sanders,james sanders,Democrat,Challenger,73454.0
H6NY05069,NY,ali,mirza,ali mirza,Democrat,Challenger,33097.56
H8NY06048,NY,gregory,meeks,gregory meeks,Democrat,Incumbent,990039.17
H6NY05077,NY,michael,oreilly,michael oreilly,Republican,Challenger,47458.0
H2NY06116,NY,grace,meng,grace meng,Democrat,Incumbent,1257531.33
H2NY00010,NY,nydia,velazquez,nydia velazquez,Democrat,Incumbent,772106.48
H6NY07149,NY,yungman,lee,yungman lee,Democrat,Challenger,419868.27
H2NY10092,NY,hakeem,jeffries,hakeem jeffries,Democrat,Incumbent,1294870.12
H4NY11138,NY,yvette,clarke,yvette clarke,Democrat,Incumbent,685410.46
H2NY17071,NY,jerrold,nadler,jerrold nadler,Democrat,Incumbent,1611448.37
H6NY10127,NY,mikhail,rosenberg,mikhail rosenberg,Democrat,Challenger,429359.88
H6NY10119,NY,philip,rosenthal,philip rosenthal,Republican,Challenger,74397.61
H6NY10135,NY,mikhail,itkis,mikhail itkis,Other,Challenger,2100.0
H6NY11190,NY,vincent,gentile,vincent gentile,Democrat,Open,249243.5
H6NY11216,NY,richard,reichard,richard reichard,Democrat,Challenger,32149.08
H6NY11174,NY,dan,donovan,dan donovan,Republican,Incumbent,1993452.67
H6NY11182,NY,james,lane,james lane,Other,Open,14241.0
H2NY14037,NY,carolyn,maloney,carolyn maloney,Democrat,Incumbent,1690309.28
H6NY12123,NY,david,eisenbach,david eisenbach,Democrat,Challenger,16110.0
H6NY12131,NY,pete,lindner,pete lindner,Democrat,Challenger,6996.01
H2NY13096,NY,adriano,espaillat,adriano espaillat,Democrat,Open,862663.79
H2NY15109,NY,clyde,williams,clyde williams,Democrat,Open,527951.27
H4NY15071,NY,adam,powell,adam powell,Democrat,Open,172865.78
H6NY13097,NY,michael,gallagher,michael gallagher,Democrat,Open,94776.28
H6NY13105,NY,keith,wright,keith wright,Democrat,Open,942504.16
H6NY13113,NY,suzan,cook,suzan cook,Democrat,Open,315943.05
H6NY13121,NY,bill,perkins,bill perkins,Democrat,Open,20796.88
H6NY13162,NY,guillermo,linares,guillermo linares,Democrat,Open,72679.2
H6NY19029,NY,charles,rangel,charles rangel,Democrat,Incumbent,255291.5
H6NY13170,NY,scott,fenstermaker,scott fenstermaker,Other,Open,28220.0
H8NY07046,NY,joseph,crowley,joseph crowley,Democrat,Incumbent,3023443.91
H6NY14244,NY,frank,spotorno,frank spotorno,Republican,Challenger,150224.1
H0NY18065,NY,jose,serrano,jose serrano,Democrat,Incumbent,276468.99
H6NY16132,NY,derickson,lawrence,derickson lawrence,Democrat,Challenger,49221.21
H8NY19058,NY,eliot,engel,eliot engel,Democrat,Incumbent,1650684.82
H8NY20056,NY,nita,lowey,nita lowey,Democrat,Incumbent,1711257.5
H2NY22139,NY,sean,maloney,sean maloney,Democrat,Incumbent,3612704.66
H6NY18229,NY,diana,hird,diana hird,Democrat,Challenger,26905.84
H6NY18161,NY,sakima,brown,sakima brown,Republican,Challenger,140501.73
H6NY18179,NY,dan,castricone,dan castricone,Republican,Challenger,23635.0
H6NY18187,NY,francis,spampinato,francis spampinato,Republican,Challenger,73700.0
H6NY18195,NY,kenneth,vecchio,kenneth vecchio,Republican,Challenger,64506.68
H6NY18203,NY,phil,oliva,phil oliva,Republican,Challenger,224658.09
H6NY18211,NY,john,lange,john lange,Republican,Challenger,39439.76
H4NY18109,NY,scott,smith,scott smith,Other,Challenger,0.0
H6NY19235,NY,will,yandik,will yandik,Democrat,Open,435446.55
H6NY19243,NY,zephyr,teachout,zephyr teachout,Democrat,Open,5066156.72
H0NY20095,NY,christopher,gibson,christopher gibson,Republican,Incumbent,15.0
H6NY19169,NY,john,faso,john faso,Republican,Open,3025560.29
H6NY19193,NY,andrew,heaney,andrew heaney,Republican,Open,1990055.72
H6NY19219,NY,peter,lopez,peter lopez,Republican,Open,53195.0
H6NY19227,NY,bob,bishop,bob bishop,Republican,Open,36240.0
H8NY21203,NY,paul,tonko,paul tonko,Democrat,Incumbent,1155680.62
H6NY21132,NY,william,derrick,william derrick,Democrat,Challenger,1243257.67
H4NY21079,NY,elise,stefanik,elise stefanik,Republican,Incumbent,3150716.49
H4NY21111,NY,matthew,funiciello,matthew funiciello,Other,Challenger,15063.37
H6NY22106,NY,david,gordon,david gordon,Democrat,Open,3575.0
H6NY22130,NY,kim,myers,kim myers,Democrat,Open,1667279.6
H4NY22051,NY,claudia,tenney,claudia tenney,Republican,Open,971967.05
H6NY22098,NY,george,phillips,george phillips,Republican,Open,253669.9
H6NY22114,NY,steven,wells,steven wells,Republican,Open,849874.39
H8NY24066,NY,richard,hanna,richard hanna,Republican,Incumbent,346242.02
H6NY22148,NY,martin,babinec,martin babinec,Independent,Open,3015593.95
H6NY22155,NY,david,pasick,david pasick,Other,Open,405.84
H6NY23518,NY,john,plumb,john plumb,Democrat,Challenger,1645756.58
H0NY29054,NY,thomas,reed,thomas reed,Republican,Incumbent,3120505.54
H6NY24169,NY,eric,kingson,eric kingson,Democrat,Challenger,310230.53
H6NY24177,NY,colleen,deacon,colleen deacon,Democrat,Challenger,1490226.81
H6NY24185,NY,steve,williams,steve williams,Democrat,Challenger,329800.99
H4NY24073,NY,john,katko,john katko,Republican,Incumbent,2703779.53
H6NY03031,NY,louise,slaughter,louise slaughter,Democrat,Incumbent,1421769.16
H4NY29098,NY,mark,assini,mark assini,Republican,Challenger,226761.99
H6NY25158,NY,brandon,kirshner,brandon kirshner,Independent,Challenger,9727.16
H4NY27076,NY,brian,higgins,brian higgins,Democrat,Incumbent,792629.52
H8NY29032,NY,christopher,collins,christopher collins,Republican,Incumbent,1173542.34
H2OH02093,OH,frederick,kundrata,frederick kundrata,Democrat,Challenger,23904.25
H6OH01096,OH,michele,young,michele young,Democrat,Challenger,247599.48
H8OH01043,OH,steve,chabot,steve chabot,Republican,Incumbent,1017388.98
H4OH02131,OH,ronny,richards,ronny richards,Democrat,Challenger,7220.0
H2OH02085,OH,brad,wenstrup,brad wenstrup,Republican,Incumbent,1145267.64
H2OH03125,OH,joyce,beatty,joyce beatty,Democrat,Incumbent,1184049.64
H4OH04046,OH,janet,garrett,janet garrett,Democrat,Challenger,90513.09
H6OH04082,OH,james,jordan,james jordan,Republican,Incumbent,733416.16
H8OH05036,OH,robert,latta,robert latta,Republican,Incumbent,1056036.48
H6OH06152,OH,michael,lorentz,michael lorentz,Democrat,Challenger,11888.64
H0OH06189,OH,bill,johnson,bill johnson,Republican,Incumbent,1700076.35
H6OH07127,OH,roy,rich,roy rich,Democrat,Challenger,7728.65
H0OH18077,OH,robert,gibbs,robert gibbs,Republican,Incumbent,899319.05
H6OH07119,OH,terry,robertson,terry robertson,Republican,Challenger,2580.89
H4OH07049,OH,daniel,phillip,daniel phillip,Independent,Challenger,19423.56
H6OH08331,OH,steven,fought,steven fought,Democrat,Challenger,3911.0
H4OH08054,OH,erik,gurr,erik gurr,Republican,Challenger,0.0
H4OH08062,OH,d,winteregg,d winteregg,Republican,Challenger,95628.2
H6OH08117,OH,matthew,ashworth,matthew ashworth,Republican,Challenger,0.0
H6OH08133,OH,roger,reynolds,roger reynolds,Republican,Challenger,202866.0
H6OH08141,OH,william,beagle,william beagle,Republican,Challenger,501672.33
H6OH08158,OH,scott,george,scott george,Republican,Challenger,6615.0
H6OH08166,OH,kevin,white,kevin white,Republican,Open,20000.0
H6OH08182,OH,timothy,derickson,timothy derickson,Republican,Challenger,315411.94
H6OH08190,OH,jim,spurlino,jim spurlino,Republican,Open,351006.68
H6OH08281,OH,joseph,matvey,joseph matvey,Republican,Open,2583.0
H6OH08315,OH,warren,davidson,warren davidson,Republican,Incumbent,977808.93
H2OH09031,OH,marcy,kaptur,marcy kaptur,Democrat,Incumbent,900736.85
H2OH09122,OH,steven,kraus,steven kraus,Republican,Challenger,0.0
H6OH09099,OH,donald,larson,donald larson,Republican,Challenger,32384.39
H4OH10167,OH,robert,klepinger,robert klepinger,Democrat,Challenger,8434.5
H2OH03067,OH,michael,turner,michael turner,Republican,Incumbent,1068879.5
H6OH10113,OH,thomas,mcmasters,thomas mcmasters,Other,Challenger,22085.62
H8OH11141,OH,marcia,fudge,marcia fudge,Democrat,Incumbent,722468.99
H6OH11160,OH,beverly,goldstein,beverly goldstein,Republican,Challenger,22043.99
H6OH12127,OH,ed,albertson,ed albertson,Democrat,Challenger,29469.63
H0OH12062,OH,patrick,tiberi,patrick tiberi,Republican,Incumbent,4561513.63
H2OH17109,OH,timothy,ryan,timothy ryan,Democrat,Incumbent,1033644.83
H4OH14102,OH,michael,wager,michael wager,Democrat,Challenger,251776.91
H2OH14064,OH,david,joyce,david joyce,Republican,Incumbent,2119215.84
H4OH14110,OH,matt,lynch,matt lynch,Republican,Challenger,297609.2
H2OH15095,OH,richard,wharton,richard wharton,Democrat,Challenger,39981.0
