1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
691,FL,Florida,4,H6FL04154,,Stephen J.,Kaufman,"Kaufman, Stephen J.",,R,2419,0.0241116371791677,,,,,,,,,,
692,FL,Florida,4,H0FL04033,,Deborah Katz,Pueschel,"Pueschel, Deborah Katz",,R,2145,0.0213805133316721,,,,,,,,,,
693,FL,Florida,4,n/a,,,,,Party Votes:,R,100325,,,,,,,,,,,
694,FL,Florida,4,H2FL06091 ,,David E.,Bruderly,"Bruderly, David E.",,D,Unopposed,,,,113088,0.276051964790486,,,,,,
695,FL,Florida,4,H2FL04138,,Gary L.,Koniz,"Koniz, Gary L.",,NPA,,,,,9054,0.0221011467990685,,,,,,
696,FL,Florida,4,H6FL04170 ,,Daniel,Murphy,"Murphy, Daniel",,W,,,,,11,2.68514043284464E-05,,,,,,
697,FL,Florida,4,n/a,,,,,District Votes:,,100325,,,,409662,,,,,,,
698,FL,Florida,4,n/a,,,,,,,,,,,,,,,,,,
699,FL,Florida,5,H0FL02086 ,,Al ,Lawson,"Lawson, Al ",,D,39306,0.475922943733427,,,194549,0.642343020529989,,,,,W,
700,FL,Florida,5,H2FL03056 ,(I),Corrine,Brown,"Brown, Corrine",,D,32235,0.390306215113393,,,,,,,,,,
701,FL,Florida,5,H6FL05193 ,,"LaShonda ""L.J.""",Holloway,"Holloway, LaShonda ""L.J.""",,D,11048,0.13377084115318,,,,,,,,,,
702,FL,Florida,5,n/a,,,,,Party Votes:,D,82589,,,,,,,,,,,
703,FL,Florida,5,H4FL05081,,Glo,Smith,"Smith, Glo",,R,Unopposed,,,,108325,0.357656979470011,,,,,,
704,FL,Florida,5,n/a,,,,,District Votes:,,82589,,,,302874,,,,,,,
705,FL,Florida,5,n/a,,,,,,,,,,,,,,,,,,
706,FL,Florida,6,H2FL00292 ,(I),Ron,DeSantis,"DeSantis, Ron",,R,41311,0.61035104308256,,,213519,0.5856735332035,,,,,W,
707,FL,Florida,6,H6FL06183 ,,Fred,Costello,"Costello, Fred",,R,16690,0.246587081141777,,,,,,,,,,
708,FL,Florida,6,H6FL06118 ,,G.G.,Galloway,"Galloway, G.G.",,R,9683,0.143061875775663,,,,,,,,,,
709,FL,Florida,6,n/a,,,,,Party Votes:,R,67684,,,,,,,,,,,
710,FL,Florida,6,H6FL06126 ,,William (Bill),McCullough,"McCullough, William (Bill)",,D,16043,0.366128075220229,,,151051,0.4143264667965,,,,,,
711,FL,Florida,6,H6FL06134 ,,Dwayne L.,Taylor,"Taylor, Dwayne L.",,D,12625,0.288123602172623,,,,,,,,,,
712,FL,Florida,6,H6FL06225 ,,Jay ,McGovern,"McGovern, Jay ",,D,8388,0.191428180199918,,,,,,,,,,
713,FL,Florida,6,H6FL06159 ,,George,Pappas,"Pappas, George",,D,6762,0.15432014240723,,,,,,,,,,
714,FL,Florida,6,n/a,,,,,Party Votes:,D,43818,,,,,,,,,,,
715,FL,Florida,6,n/a,,,,,District Votes:,,111502,,,,364570,,,,,,,
716,FL,Florida,6,n/a,,,,,,,,,,,,,,,,,,
717,FL,Florida,7,H6FL07140 ,,Stephanie,Murphy,"Murphy, Stephanie",,D,Unopposed,,,,182039,0.51473611287837,,,,,W,
718,FL,Florida,7,H2FL08055 ,(I),John ,Mica,"Mica, John ",,R,38528,0.771563031941524,,,171583,0.485170575843689,,,,,,
719,FL,Florida,7,H6FL07124 ,,Mark ,Busch,"Busch, Mark ",,R,11407,0.228436968058476,,,,,,,,,,
720,FL,Florida,7,n/a,,,,,Party Votes:,R,49935,,,,,,,,,,,
721,FL,Florida,7,H6FL07157,,Mike,Plaskon,"Plaskon, Mike",,W,,,,,33,9.33112779403656E-05,,,,,,
722,FL,Florida,7,n/a,,,,,District Votes:,,49935,,,,353655,,,,,,,
723,FL,Florida,7,n/a,,,,,,,,,,,,,,,,,,
724,FL,Florida,8,H8FL15107 ,(I),Bill ,Posey,"Posey, Bill ",,R,Unopposed,,,,246483,0.631099879404242,,,,,W,
725,FL,Florida,8,H4FL08077,,Corry,Westbrook,"Westbrook, Corry",,D,Unopposed,,,,127127,0.325498449665993,,,,,,
726,FL,Florida,8,H6FL08254,,Bill,Stinson,"Stinson, Bill",,NPA,,,,,16951,0.0434016709297651,,,,,,
727,FL,Florida,8,n/a,,,,,District Votes:,,,,,,390561,,,,,,,
728,FL,Florida,8,n/a,,,,,,,,,,,,,,,,,,
729,FL,Florida,9,H6FL09179 ,,Darren,Soto,"Soto, Darren",,D,14496,0.362599429686327,,,195311,0.574848202118548,,,,,W,
730,FL,Florida,9,H6FL09161 ,,Susannah,Randolph,"Randolph, Susannah",,D,11267,0.281830006503577,,,,,,,,,,
731,FL,Florida,9,H6FL09187 ,,Dena,Grayson,"Grayson, Dena",,D,11122,0.278203011656411,,,,,,,,,,
732,FL,Florida,9,H6FL09146 ,,Valleri,Crabtree,"Crabtree, Valleri",,D,3093,0.0773675521536845,,,,,,,,,,
733,FL,Florida,9,n/a,,,,,Party Votes:,D,39978,,,,,,,,,,,
734,FL,Florida,9,H6FL09195 ,,Wayne,Liebnitzky,"Liebnitzky, Wayne",,R,22725,0.675615412058509,,,144450,0.425151797881452,,,,,,
735,FL,Florida,9,H6FL09203 ,,Wanda,Rentas,"Rentas, Wanda",,R,10911,0.324384587941491,,,,,,,,,,
736,FL,Florida,9,n/a,,,,,Party Votes:,R,33636,,,,,,,,,,,
737,FL,Florida,9,n/a,,,,,District Votes:,,73614,,,,339761,,,,,,,
738,FL,Florida,9,n/a,,,,,,,,,,,,,,,,,,
739,FL,Florida,10,H2FL08063 ,,Val,Demings,"Demings, Val",,D,23260,0.571232102949483,,,198491,0.648686717496381,,,,,W,
740,FL,Florida,10,H6FL10136 ,,Geraldine F.,Thompson,"Thompson, Geraldine F.",,D,8192,0.201183722586508,,,,,,,,,,
741,FL,Florida,10,H6FL10169 ,,Bob ,Poe,"Poe, Bob ",,D,6918,0.169896117291682,,,,,,,,,,
742,FL,Florida,10,H6FL10151,,Fatima Rita,Fahmy,"Fahmy, Fatima Rita",,D,2349,0.0576880571723274,,,,,,,,,,
743,FL,Florida,10,n/a,,,,,Party Votes:,D,40719,,,,,,,,,,,
744,FL,Florida,10,H6FL05177 ,,Thuy,Lowe,"Lowe, Thuy",,R,Unopposed,,,,107498,0.351313282503619,,,,,,
745,FL,Florida,10,n/a,,,,,District Votes:,,40719,,,,305989,,,,,,,
746,FL,Florida,10,n/a,,,,,,,,,,,,,,,,,,
747,FL,Florida,11,H0FL08208 ,(I),Daniel ,Webster,"Webster, Daniel ",,R,52876,0.598138030112782,,,258016,0.653670079220914,,,,,W,
748,FL,Florida,11,H6FL11209 ,,Justin ,Grabelle,"Grabelle, Justin ",,R,35525,0.401861969887218,,,,,,,,,,
749,FL,Florida,11,n/a,,,,,Party Votes:,R,88401,,,,,,,,,,,
750,FL,Florida,11,H4FL11071 ,,Dave,Koller,"Koller, Dave",,D,Unopposed,,,,124713,0.315953881115426,,,,,,
751,FL,Florida,11,H2FL05192,,Bruce Ray,Riggs,"Riggs, Bruce Ray",,NPA,,,,,11990,0.0303760396636595,,,,,,
752,FL,Florida,11,H4FL11071 ,,Dave,Koller,"Koller, Dave",,D,,,,,,,,,,,,
753,FL,Florida,11,n/a,,,,,District Votes:,,88401,,,,394719,,,,,,,
754,FL,Florida,11,n/a,,,,,,,,,,,,,,,,,,
755,FL,Florida,12,H6FL09070 ,(I),Gus Michael ,Bilirakis,"Bilirakis, Gus Michael ",,R,Unopposed,,,,253559,0.685908204366609,,,,,W,
756,FL,Florida,12,H6FL12181,,Robert Matthew ,Tager,"Tager, Robert Matthew ",,D,Unopposed,,,,116110,0.314091795633391,,,,,,
757,FL,Florida,12,n/a,,,,,District Votes:,,,,,,369669,,,,,,,
758,FL,Florida,12,n/a,,,,,,,,,,,,,,,,,,
759,FL,Florida,13,H6FL13205 ,,Charlie ,Crist,"Crist, Charlie ",,D,Unopposed,,,,184693,0.519030918216512,,,,,W,
760,FL,Florida,13,H4FL13101,(I),David W.,Jolly,"Jolly, David W.",,R,41005,0.751048592413503,,,171149,0.480969081783488,,,,,,
761,FL,Florida,13,H4FL13135 ,,Mark ,Bircher,"Bircher, Mark ",,R,13592,0.248951407586497,,,,,,,,,,
762,FL,Florida,13,n/a,,,,,Party Votes:,R,54597,,,,,,,,,,,
763,FL,Florida,13,n/a,,,,,District Votes:,,54597,,,,355842,,,,,,,
764,FL,Florida,13,n/a,,,,,,,,,,,,,,,,,,
765,FL,Florida,14,H6FL11126,(I),Kathy ,Castor,"Castor, Kathy ",,D,Unopposed,,,,195789,0.617870656437671,,,,,W,
766,FL,Florida,14,H6FL14112 ,,Christine,Quinn,"Quinn, Christine",,R,Unopposed,,,,121088,0.382129343562329,,,,,,
767,FL,Florida,14,n/a,,,,,District Votes:,,,,,,316877,,,,,,,
768,FL,Florida,14,n/a,,,,,,,,,,,,,,,,,,
769,FL,Florida,15,H0FL12101 ,(I),Dennis A.,Ross,"Ross, Dennis A.",,R,Unopposed,,,,182999,0.57461205624321,,,,,W,
770,FL,Florida,15,H6FL15150 ,,Jim,Lange,"Lange, Jim",,D,Unopposed,,,,135475,0.42538794375679,,,,,,
771,FL,Florida,15,n/a,,,,,District Votes:,,,,,,318474,,,,,,,
772,FL,Florida,15,n/a,,,,,,,,,,,,,,,,,,
773,FL,Florida,16,H6FL13148 ,(I),Vern,Buchanan,"Buchanan, Vern",,R,53706,0.806323754616701,,,230654,0.597679287720644,,,,,W,
774,FL,Florida,16,H6FL16091,,James,Satcher,"Satcher, James",,R,12900,0.193676245383299,,,,,,,,,,
775,FL,Florida,16,n/a,,,,,Party Votes:,R,66606,,,,,,,,,,,
776,FL,Florida,16,H2FL13139,,Jan,Schneider,"Schneider, Jan",,D,31387,0.762394034346231,,,155262,0.402320712279356,,,,,,
777,FL,Florida,16,H6FL16083 ,,Brent,King,"King, Brent",,D,9782,0.237605965653769,,,,,,,,,,
778,FL,Florida,16,n/a,,,,,Party Votes:,D,41169,,,,,,,,,,,
779,FL,Florida,16,n/a,,,,,District Votes:,,107775,,,,385916,,,,,,,
780,FL,Florida,16,n/a,,,,,,,,,,,,,,,,,,
781,FL,Florida,17,H8FL16022 ,(I),Tom,Rooney,"Rooney, Tom",,R,Unopposed,,,,209348,0.618138333210305,,,,,W,
782,FL,Florida,17,H4FL19058 ,,April,Freeman,"Freeman, April",,D,Unopposed,,,,115974,0.342434487340371,,,,,,
783,FL,Florida,17,H2FL14160,,"John W., III",Sawyer,"Sawyer, John W., III",,NPA,,,,,13353,0.0394271794493246,,,,,,
784,FL,Florida,17,n/a,,,,,District Votes:,,,,,,338675,,,,,,,
785,FL,Florida,17,n/a,,,,,,,,,,,,,,,,,,
786,FL,Florida,18,H6FL18097 ,,Brian,Mast,"Mast, Brian",,R,24099,0.379798903107861,,,201488,0.535989231694146,,,,,W,
787,FL,Florida,18,H6FL18055,,Rebecca ,Negron,"Negron, Rebecca ",,R,16242,0.255973018974973,,,,,,,,,,
788,FL,Florida,18,H6FL22081 ,,Mark ,Freeman,"Freeman, Mark ",,R,10000,0.157599445249953,,,,,,,,,,
789,FL,Florida,18,H4FL18068 ,,Carl J.,Domino,"Domino, Carl J.",,R,7942,0.125165479417512,,,,,,,,,,
790,FL,Florida,18,H6FL18105 ,,Rick,Kozell,"Kozell, Rick",,R,4334,0.0683035995713295,,,,,,,,,,
791,FL,Florida,18,H6FL18139 ,,Noelle,Nikpour,"Nikpour, Noelle",,R,835,0.0131595536783711,,,,,,,,,,
792,FL,Florida,18,n/a,,,,,Party Votes:,R,63452,,,,,,,,,,,
793,FL,Florida,18,H6FL18147,,Randy ,Perkins,"Perkins, Randy ",,D,27861,0.603679147165887,,,161918,0.430726913848233,,,,,,
794,FL,Florida,18,H6FL18113 ,,Jonathan ,Chane,"Chane, Jonathan ",,D,14897,0.322781244583117,,,,,,,,,,
795,FL,Florida,18,H2FL22049,,John (Juan),Xuna,"Xuna, John (Juan)",,D,3394,0.0735396082509967,,,,,,,,,,
796,FL,Florida,18,n/a,,,,,Party Votes:,D,46152,,,,,,,,,,,
797,FL,Florida,18,H6FL18121 ,,Carla,Spalding,"Spalding, Carla",,NPA,,,,,12503,0.0332599130661474,,,,,,
798,FL,Florida,18,H6FL18196 ,,Marilyn ,Holloman,"Holloman, Marilyn ",,W,,,,,9,2.39413914736725E-05,,,,,,
799,FL,Florida,18,n/a,,,,,District Votes:,,109604,,,,375918,,,,,,,
800,FL,Florida,18,n/a,,,,,,,,,,,,,,,,,,
801,FL,Florida,19,H6FL19087 ,,Francis,Rooney,"Rooney, Francis",,R,46821,0.527281327071861,,,239225,0.658720805361735,,,,,W,
802,FL,Florida,19,H2FL14152 ,,Chauncey,Goss,"Goss, Chauncey",,R,26537,0.298850186380171,,,,,,,,,,
803,FL,Florida,19,H6FL19095 ,,Dan,Bongino,"Bongino, Dan",,R,15439,0.173868486547969,,,,,,,,,,
804,FL,Florida,19,n/a,,,,,Party Votes:,R,88797,,,,,,,,,,,
805,FL,Florida,19,H4FL14091 ,,Robert M.,Neeld,"Neeld, Robert M.",,D,Unopposed,,,,123812,0.340923985174824,,,,,,
806,FL,Florida,19,H6FL19103,,David,Byron,"Byron, David",,W,,,,,109,0.000300138228798951,,,,,,
807,FL,Florida,19,H4FL19082,,Timothy John,Rossano,"Rossano, Timothy John",,W,,,,,20,5.50712346420094E-05,,,,,,
808,FL,Florida,19,n/a,,,,,District Votes:,,88797,,,,363166,,,,,,,
809,FL,Florida,19,n/a,,,,,,,,,,,,,,,,,,
810,FL,Florida,20,H2FL23021 ,(I),Alcee L.,Hastings,"Hastings, Alcee L.",,D,Unopposed,,,,222914,0.803120046116155,,,,,W,
811,FL,Florida,20,H6FL20051,,Gary  ,Stein,"Stein, Gary  ",,R,Unopposed,,,,54646,0.196879953883845,,,,,,
812,FL,Florida,20,n/a,,,,,District Votes:,,,,,,277560,,,,,,,
813,FL,Florida,20,n/a,,,,,,,,,,,,,,,,,,
814,FL,Florida,21,H2FL14053 ,(I),Lois ,Frankel ,"Frankel, Lois ",,D,Unopposed,,,,210606,0.627062981411953,,,,,W,
815,FL,Florida,21,H4FL22110 ,,Paul ,Spain,"Spain, Paul ",,R,Unopposed,,,,118038,0.351448962517232,,,,,,
816,FL,Florida,21,H2FL21066,,"W. Michael ""Mike""",Trout,"Trout, W. Michael ""Mike""",,NPA,,,,,7217,0.021488056070815,,,,,,
817,FL,Florida,21,n/a,,,,,District Votes:,,,,,,335861,,,,,,,
818,FL,Florida,21,n/a,,,,,,,,,,,,,,,,,,
819,FL,Florida,22,H0FL19080 ,(I),Ted,Deutch,"Deutch, Ted",,D,Unopposed,,,,199113,0.589353263282522,,,,,W,
820,FL,Florida,22,H4FL22086 ,,Andrea Leigh,McGee,"McGee, Andrea Leigh",,R,Unopposed,,,,138737,0.410646736717478,,,,,,
821,FL,Florida,22,n/a,,,,,District Votes:,,,,,,337850,,,,,,,
822,FL,Florida,22,n/a,,,,,,,,,,,,,,,,,,
823,FL,Florida,23,H4FL20023,(I),Debbie Wasserman,Schultz,"Schultz, Debbie Wasserman",,D,28809,0.568045587191419,,,183225,0.567049393414212,,,,,W,
824,FL,Florida,23,H6FL23063 ,,Tim,Canova,"Canova, Tim",,D,21907,0.431954412808581,,,,,,,,,,
825,FL,Florida,23,n/a,,,,,Party Votes:,D,50716,,,,,,,,,,,
826,FL,Florida,23,H2FL20043,,"Joseph ""Joe""",Kaufman,"Kaufman, Joseph ""Joe""",,R,13412,0.730501089324619,,,130818,0.404858875959396,,,,,,
827,FL,Florida,23,H6FL23071,,"Martin ""Marty""",Feigenbaum,"Feigenbaum, Martin ""Marty""",,R,4948,0.269498910675381,,,,,,,,,,
828,FL,Florida,23,n/a,,,,,Party Votes:,R,18360,,,,,,,,,,,
829,FL,Florida,23,H6FL23089 ,,Don,Endriss,"Endriss, Don",,NPA,,,,,5180,0.0160311958405546,,,,,,
830,FL,Florida,23,H6FL23097,,Lyle ,Milstein,"Milstein, Lyle ",,NPA,,,,,3897,0.0120605347858381,,,,,,
831,FL,Florida,23,n/a,,,,,District Votes:,,69076,,,,323120,,,,,,,
832,FL,Florida,23,n/a,,,,,,,,,,,,,,,,,,
833,FL,Florida,24,H0FL17068 ,(I),Frederica,Wilson,"Wilson, Frederica",,D,50822,0.783745855501581,,,Unopposed,,,,,,W,
834,FL,Florida,24,H6FL24038 ,,Randal,Hill,"Hill, Randal",,D,14023,0.216254144498419,,,,,,,,,,
835,FL,Florida,24,n/a,,,,,Party Votes:,D,64845,,,,,,,,,,,
836,FL,Florida,24,n/a,,,,,District Votes:,,64845,,,,,,,,,,,
837,FL,Florida,24,n/a,,,,,,,,,,,,,,,,,,
838,FL,Florida,25,H2FL25018 ,(I),Mario ,Diaz-Balart,"Diaz-Balart, Mario ",,R   ,Unopposed,,,,157921,0.623602116569262,,,,,W,
839,FL,Florida,25,H6FL25027 ,,Alina,Valdes,"Valdes, Alina",,D,Unopposed,,,,95319,0.376397883430738,,,,,,
840,FL,Florida,25,n/a,,,,,District Votes:,,,,,,253240,,,,,,,
841,FL,Florida,25,n/a,,,,,,,,,,,,,,,,,,
842,FL,Florida,26,H4FL26038 ,,Carlos,Curbelo,"Curbelo, Carlos",,R  ,Unopposed,,,,148547,0.529500039209815,,,,,W,
843,FL,Florida,26,H8FL25015 ,(I),Joe ,Garcia,"Garcia, Joe ",,D,14834,0.512542326031373,,,115493,0.411678108803673,,,,,,
844,FL,Florida,26,H8FL00034,,Annette ,Taddeo,"Taddeo, Annette ",,D,14108,0.487457673968627,,,,,,,,,,
845,FL,Florida,26,n/a,,,,,Party Votes:,D,28942,,,,,,,,,,,
846,FL,Florida,26,H6FL26033,,Jose ,Peixoto,"Peixoto, Jose ",,NPA,,,,,16502,0.0588218519865118,,,,,,
847,FL,Florida,26,n/a,,,,,District Votes:,,28942,,,,280542,,,,,,,
848,FL,Florida,26,n/a,,,,,,,,,,,,,,,,,,
849,FL,Florida,27,H0FL18025 ,(I),Ileana,Ros-Lehtinen,"Ros-Lehtinen, Ileana",,R,30485,0.804778247096093,,,157917,0.548938566517309,,,,,W,
850,FL,Florida,27,H6FL27049 ,,Maria,Peiro,"Peiro, Maria",,R,4450,0.117476240760296,,,,,,,,,,
851,FL,Florida,27,H6FL26017,,"David ""Tubbs""",Adams,"Adams, David ""Tubbs""",,R,2945,0.0777455121436114,,,,,,,,,,
852,FL,Florida,27,n/a,,,,,Party Votes:,R,37880,,,,,,,,,,,
853,FL,Florida,27,H6FL27031 ,,Scott,Fuhrman,"Fuhrman, Scott",,D,17068,0.589303594240928,,,129760,0.451061433482691,,,,,,
854,FL,Florida,27,H6FL27015 ,,Frank,Perez,"Perez, Frank",,D,7087,0.244691502952042,,,,,,,,,,
855,FL,Florida,27,H6FL27023 ,,Adam,Sackrin,"Sackrin, Adam",,D,4808,0.16600490280703,,,,,,,,,,
856,FL,Florida,27,n/a,,,,,Party Votes:,D,28963,,,,,,,,,,,
857,FL,Florida,27,n/a,,,,,District Votes:,,66843,,,,287677,,,,,,,
858,FL,Florida,27,n/a,,,,,,,,,,,,,,,,,,
859,FL,Florida,H,n/a,,,,,Total State Votes:,,1378354,,,,8837426,,,,,,,
860,FL,Florida,,n/a,,,,,,,,,,,,,,,,,,
861,,,,n/a,,,,,,,,,,,,,,,,,,
862,GA,Georgia,,n/a,,,,,,,,,,,,,,,,,,
863,GA,Georgia,1,H4GA01039 ,(I),"Earl ""Buddy""",Carter,"Carter, Earl ""Buddy""",,R,37758,1,,,210243,0.995883701542309,,,,,W,
864,GA,Georgia,1,n/a,,,,,Party Votes:,R,37758,,,,,,,,,,,
865,GA,Georgia,1,H2GA01223,,Nathan,Russo,"Russo, Nathan",,W,,,,,869,0.00411629845769071,,,,,,
866,GA,Georgia,1,n/a,,,,,District Votes:,,37758,,,,211112,,,,,,,
867,GA,Georgia,1,n/a,,,,,,,,,,,,,,,,,,
868,GA,Georgia,2,H2GA02031,(I),Sanford,Bishop,"Bishop, Sanford",,D,55880,1,,,148543,0.612298484330109,,,,,W,
869,GA,Georgia,2,n/a,,,,,Party Votes:,D,55880,,,,,,,,,,,
870,GA,Georgia,2,H4GA02060 ,,Greg,Duke,"Duke, Greg",,R,12959,0.789942090825968,,,94056,0.387701515669891,,,,,,
871,GA,Georgia,2,H6GA02123,,Diane,Vann,"Vann, Diane",,R,3446,0.210057909174032,,,,,,,,,,
872,GA,Georgia,2,n/a,,,,,Party Votes:,R,16405,,,,,,,,,,,
873,GA,Georgia,2,n/a,,,,,District Votes:,,72285,,,,242599,,,,,,,
874,GA,Georgia,2,n/a,,,,,,,,,,,,,,,,,,
875,GA,Georgia,3,H6GA03113,,Drew,Ferguson,"Ferguson, Drew",,R,15491,0.267690818918592,22836,0.539424575990929,207218,0.683465979741876,,,,,W,
876,GA,Georgia,3,H0GA13032,,Mike,Crane,"Crane, Mike",,R,15584,0.2692978969742,19498,0.460575424009071,,,,,,,,
877,GA,Georgia,3,H6GA03105 ,,Jim,Pace,"Pace, Jim",,R,13312,0.230036807271596,,,,,,,,,,
878,GA,Georgia,3,H0GA13099,,Chip,Flanegan,"Flanegan, Chip",,R,5728,0.0989821838981147,,,,,,,,,,
879,GA,Georgia,3,H6GA03097,,Richard,Mix,"Mix, Richard",,R,5285,0.0913269626224749,,,,,,,,,,
880,GA,Georgia,3,H6GA03121 ,,Samuel,Anders,"Anders, Samuel",,R,1657,0.0286336380445489,,,,,,,,,,
881,GA,Georgia,3,H6GA03147,,"Arnall ""Rod""",Thomas,"Thomas, Arnall ""Rod""",,R,812,0.014031692270473,,,,,,,,,,
882,GA,Georgia,3,n/a,,,,,Party Votes:,R,57869,,42334,,,,,,,,,
883,GA,Georgia,3,H6GA03154,,Angela,Pendley,"Pendley, Angela",,D,6495,0.501970785995827,,,95969,0.316534020258125,,,,,,
884,GA,Georgia,3,H6GA03139,,Tamarkus,Cook,"Cook, Tamarkus",,D,6444,0.498029214004173,,,,,,,,,,
885,GA,Georgia,3,n/a,,,,,Party Votes:,D,12939,,,,,,,,,,,
886,GA,Georgia,3,n/a,,,,,District Votes:,,70808,,42334,,303187,,,,,,,
887,GA,Georgia,3,n/a,,,,,,,,,,,,,,,,,,
888,GA,Georgia,4,H6GA04129,(I),"Henry C. ""Hank,"" Jr.",Johnson,"Johnson, Henry C. ""Hank,"" Jr.",,D,44509,1,,,220146,0.75719459721606,,,,,W,
889,GA,Georgia,4,n/a,,,,,Party Votes:,D,44509,,,,,,,,,,,
890,GA,Georgia,4,H6GA04152,,Victor ,Armendariz,"Armendariz, Victor ",,R,10260,1,,,70593,0.24280540278394,,,,,,
891,GA,Georgia,4,n/a,,,,,Party Votes:,R,10260,,,,,,,,,,,
892,GA,Georgia,4,n/a,,,,,District Votes:,,54769,,,,290739,,,,,,,
893,GA,Georgia,4,n/a,,,,,,,,,,,,,,,,,,
894,GA,Georgia,5,H6GA05217,(I),John R.,Lewis,"Lewis, John R.",,D,47313,1,,,253781,0.844391430349128,,,,,W,
895,GA,Georgia,5,n/a,,,,,Party Votes:,D,47313,,,,,,,,,,,
896,GA,Georgia,5,H6GA05290,,Douglas ,Bell,"Bell, Douglas ",,R,3635,1,,,46768,0.155608569650872,,,,,,
897,GA,Georgia,5,n/a,,,,,Party Votes:,R,3635,,,,,,,,,,,
898,GA,Georgia,5,n/a,,,,,District Votes:,,50948,,,,300549,,,,,,,
899,GA,Georgia,5,n/a,,,,,,,,,,,,,,,,,,
900,GA,Georgia,6,H4GA06087,(I),Tom ,Price,"Price, Tom ",,R,32021,1,,,201088,0.616824895323691,,,,,W,
901,GA,Georgia,6,n/a,,,,,Party Votes:,R,32021,,,,,,,,,,,
902,GA,Georgia,6,H6GA06124,,Rodney ,Stooksbury,"Stooksbury, Rodney ",,D,11050,1,,,124917,0.383175104676309,,,,,,
903,GA,Georgia,6,n/a,,,,,Party Votes:,D,11050,,,,,,,,,,,
904,GA,Georgia,6,n/a,,,,,District Votes:,,43071,,,,326005,,,,,,,
905,GA,Georgia,6,n/a,,,,,,,,,,,,,,,,,,
906,GA,Georgia,7,H0GA07133,(I),Rob,Woodall,"Woodall, Rob",,R,24201,1,,,174081,0.603816844201026,,,,,W,
907,GA,Georgia,7,n/a,,,,,Party Votes:,R,24201,,,,,,,,,,,
908,GA,Georgia,7,H6GA07155,,Rashid ,Malik,"Malik, Rashid ",,D,5593,1,,,114220,0.396183155798974,,,,,,
909,GA,Georgia,7,n/a,,,,,Party Votes:,D,5593,,,,,,,,,,,
910,GA,Georgia,7,n/a,,,,,District Votes:,,29794,,,,288301,,,,,,,
911,GA,Georgia,7,n/a,,,,,,,,,,,,,,,,,,
912,GA,Georgia,8,H0GA08099 ,(I),Austin ,Scott,"Scott, Austin ",,R,34919,0.777584786336206,,,173983,0.676429193493204,,,,,W,
913,GA,Georgia,8,H0GA08065,,Angela,Hicks,"Hicks, Angela",,R,9988,0.222415213663794,,,,,,,,,,
914,GA,Georgia,8,n/a,,,,,Party Votes:,R,44907,,,,,,,,,,,
915,GA,Georgia,8,H6GA08120,,James Neal,Harris,"Harris, James Neal",,D,18647,1,,,83225,0.323570806506796,,,,,,
916,GA,Georgia,8,n/a,,,,,Party Votes:,D,18647,,,,,,,,,,,
917,GA,Georgia,8,n/a,,,,,District Votes:,,63554,,,,257208,,,,,,,
918,GA,Georgia,8,n/a,,,,,,,,,,,,,,,,,,
919,GA,Georgia,9,H2GA09150 ,(I),Doug ,Collins,"Collins, Doug ",,R,52080,0.612741925995647,,,256535,1,,,,,W,
920,GA,Georgia,9,H6GA09243 ,,Paul C,Broun,"Broun, Paul C",,R,18772,0.220860050591211,,,,,,,,,,
921,GA,Georgia,9,H2GA09176,,Roger,Fitzpatrick,"Fitzpatrick, Roger",,R,8945,0.105241484793223,,,,,,,,,,
922,GA,Georgia,9,H6GA09235 ,,Mike,Scupin,"Scupin, Mike",,R,2856,0.0336019765868581,,,,,,,,,,
923,GA,Georgia,9,H4GA09065,,Bernie,Fontaine,"Fontaine, Bernie",,R,2342,0.0275545620330608,,,,,,,,,,
924,GA,Georgia,9,n/a,,,,,Party Votes:,R,84995,,,,,,,,,,,
925,GA,Georgia,9,n/a,,,,,District Votes:,,84995,,,,256535,,,,,,,
926,GA,Georgia,9,n/a,,,,,,,,,,,,,,,,,,
927,GA,Georgia,10,H0GA07125 ,(I),Jody ,Hice,"Hice, Jody ",,R,49062,1,,,243725,0.996377922497353,,,,,W,
928,GA,Georgia,10,n/a,,,,,Party Votes:,R,49062,,,,,,,,,,,
929,GA,Georgia,10,H6GA10159,,Leonard,Ware,"Ware, Leonard",,W,,,,,886,0.00362207750264706,,,,,,
930,GA,Georgia,10,n/a,,,,,District Votes:,,49062,,,,244611,,,,,,,
931,GA,Georgia,10,n/a,,,,,,,,,,,,,,,,,,
932,GA,Georgia,11,H4GA11061 ,(I),Barry,Loudermilk,"Loudermilk, Barry",,R,29903,0.602749390256193,,,217935,0.674057738820604,,,,,W,
933,GA,Georgia,11,H6GA11082,,Daniel,Cowan,"Cowan, Daniel",,R,9169,0.184817883130757,,,,,,,,,,
934,GA,Georgia,11,H2GA11198,,William,Llop,"Llop, William",,R,4857,0.097901675031747,,,,,,,,,,
