1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
3365,TN,Tennessee,6,n/a,,,,,Party Votes:,R,52179,,,,,,,,,,,
3366,TN,Tennessee,6,H6TN06155,,David W.,Kent,"Kent, David W.",,D,7551,0.670306258322237,,,61995,0.217916271222187,,,,,,
3367,TN,Tennessee,6,H6TN06148 ,,Flo,Matheson,"Matheson, Flo",,D,3714,0.329693741677763,,,,,,,,,,
3368,TN,Tennessee,6,n/a,,,,,Party Votes:,D,11265,,,,,,,,,,,
3369,TN,Tennessee,6,H6TN06163,,David,Ross,"Ross, David",,IND,,,,,20261,0.071218672009561,,,,,,
3370,TN,Tennessee,6,n/a,,,,,District Votes:,,63444,,,,284490,,,,,,,
3371,TN,Tennessee,6,n/a,,,,,,,,,,,,,,,,,,
3372,TN,Tennessee,7,H2TN06030 ,(I),Marsha,Blackburn,"Blackburn, Marsha",,R,38490,1,,,200407,0.722153556770314,,,,,W,
3373,TN,Tennessee,7,n/a,,,,,Party Votes:,R,38490,,,,,,,,,,,
3374,TN,Tennessee,7,H6TN07146,,Tharon,Chandler,"Chandler, Tharon",,D,9956,1,,,65226,0.235037637876424,,,,,,
3375,TN,Tennessee,7,n/a,,,,,Party Votes:,D,9956,,,,,,,,,,,
3376,TN,Tennessee,7,H2TN07194,,Leonard D.,Ladner,"Ladner, Leonard D.",,IND,,,,,11880,0.0428088053532627,,,,,,
3377,TN,Tennessee,7,n/a,,,,,District Votes:,,48446,,,,277513,,,,,,,
3378,TN,Tennessee,7,n/a,,,,,,,,,,,,,,,,,,
3379,TN,Tennessee,8,H2TN07103,,David,Kustoff,"Kustoff, David",,R,16889,0.274483991548838,,,194386,0.687524979397523,,,,,W,
3380,TN,Tennessee,8,H6TN08169 ,,George,Flinn,"Flinn, George",,R,14200,0.230781732488217,,,,,,,,,,
3381,TN,Tennessee,8,H6TN08177 ,,Mark H.,Luttrell,"Luttrell, Mark H.",,R,10878,0.17679180887372,,,,,,,,,,
3382,TN,Tennessee,8,H6TN08151,,Brian,Kelsey,"Kelsey, Brian",,R,7942,0.129075247846579,,,,,,,,,,
3383,TN,Tennessee,8,H6TN08185 ,,Brad,Greer,"Greer, Brad",,R,6819,0.110823988298391,,,,,,,,,,
3384,TN,Tennessee,8,H8TN07043 ,,Tom,Leatherwood,"Leatherwood, Tom",,R,2620,0.0425808548675443,,,,,,,,,,
3385,TN,Tennessee,8,H6TN08235 ,,Hunter,Baker,"Baker, Hunter",,R,1014,0.0164797659678206,,,,,,,,,,
3386,TN,Tennessee,8,H6TN08201,,Ken,Atkins,"Atkins, Ken",,R,410,0.00666341621973021,,,,,,,,,,
3387,TN,Tennessee,8,H6TN08268,,Raymond,Honeycutt,"Honeycutt, Raymond",,R,231,0.0037542662116041,,,,,,,,,,
3388,TN,Tennessee,8,H6TN08276 ,,George B.,Howell,"Howell, George B.",,R,211,0.00342922151795872,,,,,,,,,,
3389,TN,Tennessee,8,H6TN08284,,David,Wharton,"Wharton, David",,R,131,0.00212904274337721,,,,,,,,,,
3390,TN,Tennessee,8,H6TN08219 ,,Dave,Bault,"Bault, Dave",,R,109,0.0017714935803673,,,,,,,,,,
3391,TN,Tennessee,8,H6TN08193 ,,David J,Maldonado,"Maldonado, David J",,R,76,0.00123516983585243,,,,,,,,,,
3392,TN,Tennessee,8,n/a,,,,,Party Votes:,R,61530,,,,,,,,,,,
3393,TN,Tennessee,8,H4TN08057,,Rickey,Hobson,"Hobson, Rickey",,D,7774,0.547966448156763,,,70925,0.250855046987794,,,,,,
3394,TN,Tennessee,8,H6TN08243 ,,Gregory Alan,Frye,"Frye, Gregory Alan",,D,6413,0.452033551843237,,,,,,,,,,
3395,TN,Tennessee,8,n/a,,,,,Party Votes:,D,14187,,,,,,,,,,,
3396,TN,Tennessee,8,H6TN08292 ,,Shelia L.,Godwin,"Godwin, Shelia L.",,IND,,,,,6442,0.0227847474472382,,,,,,
3397,TN,Tennessee,8,H2TN08077,,James,Hart,"Hart, James",,IND,,,,,4057,0.0143492270092278,,,,,,
3398,TN,Tennessee,8,H6TN08300,,Adrian M.,Montague,"Montague, Adrian M.",,IND,,,,,2497,0.00883165389254173,,,,,,
3399,TN,Tennessee,8,H0TN08329,,Mark J.,Rawles,"Rawles, Mark J.",,IND,,,,,2445,0.00864773478865219,,,,,,
3400,TN,Tennessee,8,H6TN08318 ,,Karen Free Spirit,Talley-Lane,"Talley-Lane, Karen Free Spirit",,IND,,,,,1981,0.00700661047702249,,,,,,
3401,TN,Tennessee,8,n/a,,,,,District Votes:,,75717,,,,282733,,,,,,,
3402,TN,Tennessee,8,n/a,,,,,,,,,,,,,,,,,,
3403,TN,Tennessee,9,H6TN09068,(I),Steve,Cohen,"Cohen, Steve",,D,35645,0.855452625515983,,,171631,0.787453488532142,,,,,W,
3404,TN,Tennessee,9,H6TN09423,,Justin,Ford,"Ford, Justin",,D,4165,0.0999568013823558,,,,,,,,,,
3405,TN,Tennessee,9,H6TN09415 ,,M. LaTroy,Williams,"Williams, M. LaTroy",,D,1452,0.0348468848996832,,,,,,,,,,
3406,TN,Tennessee,9,H2TN05248,,Larry,Crim,"Crim, Larry",,D,406,0.00974368820197754,,,,,,,,,,
3407,TN,Tennessee,9,n/a,,,,,Party Votes:,D,41668,,,,,,,,,,,
3408,TN,Tennessee,9,H4TN09071,,Wayne,Alberson,"Alberson, Wayne",,R,8381,1,,,41123,0.188674830356446,,,,,,
3409,TN,Tennessee,9,n/a,,,,,Party Votes:,R,8381,,,,,,,,,,,
3410,TN,Tennessee,9,H4TN09097,,Paul,Cook,"Cook, Paul",,IND,,,,,5203,0.0238716811114119,,,,,,
3411,TN,Tennessee,9,n/a,,,,,District Votes:,,50049,,,,217957,,,,,,,
3412,TN,Tennessee,9,n/a,,,,,,,,,,,,,,,,,,
3413,TN,Tennessee,H,n/a,,,,,Total State Votes:,,480811,,,,2391061,,,,,,,
3414,,,,n/a,,,,,,,,,,,,,,,,,,
3415,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3416,TX,Texas,1,H4TX04039,(I),Louie ,Gohmert,"Gohmert, Louie ",,R,96313,0.819496796480809,,,192434,0.7389683152272,,,,,W,
3417,TX,Texas,1,H6TX01246,,Simon,Winston,"Winston, Simon",,R,16335,0.138989338620062,,,,,,,,,,
3418,TX,Texas,1,H6TX01253,,Anthony,Culler,"Culler, Anthony",,R,4879,0.0415138648991296,,,,,,,,,,
3419,TX,Texas,1,n/a,,,,,Party Votes:,R,117527,,,,,,,,,,,
3420,TX,Texas,1,H6TX01238,,Shirley J.,McKellar,"McKellar, Shirley J.",,D,17139,1,,,62847,0.241339585037384,,,,,,
3421,TX,Texas,1,n/a,,,,,Party Votes:,D,17139,,,,,,,,,,,
3422,TX,Texas,1,H6TX01261,,Phil,Gray,"Gray, Phil",,LIB,*,,,,5062,0.0194386522739229,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3423,TX,Texas,1,H6TX01279,,Renee,Culler,"Culler, Renee",,W,,,,,66,0.000253447461493266,,,,,,
3424,TX,Texas,1,n/a,,,,,District Votes:,,134666,,,,260409,,,,,,,
3425,TX,Texas,1,n/a,,,,,,,,,,,,,,,,,,
3426,TX,Texas,2,H4TX02108,(I),Ted,Poe,"Poe, Ted",,R,75404,1,,,168692,0.60629106226369,,,,,W,
3427,TX,Texas,2,n/a,,,,,Party Votes:,R,75404,,,,,,,,,,,
3428,TX,Texas,2,H6TX02160,,Pat ,Bryan,"Bryan, Pat ",,D,25814,1,,,100231,0.360237352463376,,,,,,
3429,TX,Texas,2,n/a,,,,,Party Votes:,D,25814,,,,,,,,,,,
3430,TX,Texas,2,H4TX02173,,James B.,Veasaw,"Veasaw, James B.",,LIB,*,,,,6429,0.0231062838741213,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3431,TX,Texas,2,H6TX02186 ,,Christopher,Hill,"Hill, Christopher",,LIB,,,,,,,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3432,TX,Texas,2,H6TX02178,,Joshua,Darr,"Darr, Joshua",,GRE,*,,,,2884,0.0103653013988125,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3433,TX,Texas,2,n/a,,,,,District Votes:,,101218,,,,278236,,,,,,,
3434,TX,Texas,2,n/a,,,,,,,,,,,,,,,,,,
3435,TX,Texas,3,H2TX03118,(I),Sam,Johnson,"Johnson, Sam",,R,65451,0.746271549758278,,,193684,0.61201957866065,,,,,W,
3436,TX,Texas,3,H6TX03150,,John Calvin,Slavens,"Slavens, John Calvin",,R,10043,0.114510170573748,,,,,,,,,,
3437,TX,Texas,3,H6TX03184,,Keith L.,Thurgood,"Thurgood, Keith L.",,R,7173,0.0817864635592447,,,,,,,,,,
3438,TX,Texas,3,H6TX03176,,David,Cornette,"Cornette, David",,R,5037,0.0574318161087294,,,,,,,,,,
3439,TX,Texas,3,n/a,,,,,Party Votes:,R,87704,,,,,,,,,,,
3440,TX,Texas,3,H6TX03192,,Adam P.,Bell,"Bell, Adam P.",,D,14270,0.603000211282485,,,109420,0.345754849636771,,,,,,
3441,TX,Texas,3,H6TX03168,,Michael A. ,Filak,"Filak, Michael A. ",,D,9395,0.396999788717515,,,,,,,,,,
3442,TX,Texas,3,n/a,,,,,Party Votes:,D,23665,,,,,,,,,,,
3443,TX,Texas,3,H6TX03200,,Scott,Jameson,"Jameson, Scott",,LIB,*,,,,10448,0.0330145007220342,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3444,TX,Texas,3,H2TX27117,,Christopher John,Claytor,"Claytor, Christopher John",,LIB,,,,,,,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3445,TX,Texas,3,H4TX03098,,Paul,Blair,"Blair, Paul",,GRE,*,,,,2915,0.00921107098054457,,,,,,
3446,TX,Texas,3,n/a,,,,,District Votes:,,111369,,,,316467,,,,,,,
3447,TX,Texas,3,n/a,,,,,,,,,,,,,,,,,,
3448,TX,Texas,4,H4TX04153,(I),John,Ratcliffe,"Ratcliffe, John",,R,77254,0.680376235182217,,,216643,0.879875720900008,,,,,W,
3449,TX,Texas,4,H0TX04136,,Lou,Gigliotti,"Gigliotti, Lou",,R,23939,0.210830852694062,,,,,,,,,,
3450,TX,Texas,4,H6TX04117,,Ray ,Hall,"Hall, Ray ",,R,12353,0.108792912123721,,,,,,,,,,
3451,TX,Texas,4,n/a,,,,,Party Votes:,R,113546,,,,,,,,,,,
3452,TX,Texas,4,H6TX04125,,Cody,Wommack,"Wommack, Cody",,LIB,*,,,,29577,0.120124279099992,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3453,TX,Texas,4,n/a,,,,,District Votes:,,113546,,,,246220,,,,,,,
3454,TX,Texas,4,n/a,,,,,,,,,,,,,,,,,,
3455,TX,Texas,5,H2TX05121,(I),Jeb,Hensarling,"Hensarling, Jeb",,R,73143,1,,,155469,0.806060920285159,,,,,W,
3456,TX,Texas,5,n/a,,,,,Party Votes:,R,73143,,,,,,,,,,,
3457,TX,Texas,5,H8TX05052,,Ken,Ashby,"Ashby, Ken",,LIB,*,,,,37406,0.193939079714841,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3458,TX,Texas,5,n/a,,,,,District Votes:,,73143,,,,192875,,,,,,,
3459,TX,Texas,5,n/a,,,,,,,,,,,,,,,,,,
3460,TX,Texas,6,H4TX06117,(I),Joe,Barton,"Barton, Joe",,R,55285,0.686454673007438,,,159444,0.583411392775599,,,,,W,
3461,TX,Texas,6,H6TX06146,,Steven,Fowler,"Fowler, Steven",,R,17960,0.223003091746651,,,,,,,,,,
3462,TX,Texas,6,H6TX06153,,Collin,Baker,"Baker, Collin",,R,7292,0.0905422352459118,,,,,,,,,,
3463,TX,Texas,6,n/a,,,,,Party Votes:,R,80537,,,,,,,,,,,
3464,TX,Texas,6,H6TX06203,,Ruby Faye,Woolridge,"Woolridge, Ruby Faye",,D,23294,0.697028636404441,,,106667,0.39029843100521,,,,,,
3465,TX,Texas,6,H6TX06161,,Jeffrey,Roseman,"Roseman, Jeffrey",,D,5993,0.179329124150932,,,,,,,,,,
3466,TX,Texas,6,H2TX06137,,Don,Jaquess,"Jaquess, Don",,D,4132,0.123642239444627,,,,,,,,,,
3467,TX,Texas,6,n/a,,,,,Party Votes:,D,33419,,,,,,,,,,,
3468,TX,Texas,6,H6TX06195,,"Darrel, Jr.",Smith,"Smith, Darrel, Jr.",,GRE,*,,,,7185,0.0262901762191909,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3469,TX,Texas,6,n/a,,,,,District Votes:,,113956,,,,273296,,,,,,,
3470,TX,Texas,6,n/a,,,,,,,,,,,,,,,,,,
3471,TX,Texas,7,H0TX07055,(I),John,Culberson,"Culberson, John",,R,44290,0.572962483829237,,,143542,0.56173566623489,,,,,W,
3472,TX,Texas,7,H6TX07110,,James ,Lloyd,"Lloyd, James ",,R,19217,0.248602846054334,,,,,,,,,,
3473,TX,Texas,7,H6TX07128,,Maria,Espinoza,"Espinoza, Maria",,R,13793,0.17843467011643,,,,,,,,,,
3474,TX,Texas,7,n/a,,,,,Party Votes:,R,77300,,,,,,,,,,,
3475,TX,Texas,7,H2TX07036,,James,Cargas,"Cargas, James",,D,24190,1,,,111991,0.438264333765111,,,,,,
3476,TX,Texas,7,n/a,,,,,Party Votes:,D,24190,,,,,,,,,,,
3477,TX,Texas,7,n/a,,,,,District Votes:,,101490,,,,255533,,,,,,,
3478,TX,Texas,7,n/a,,,,,,,,,,,,,,,,,,
3479,TX,Texas,8,H6TX08100,(I),Kevin,Brady,"Brady, Kevin",,R,65059,0.534242638243361,,,236379,1,,,,,W,
3480,TX,Texas,8,H6TX08175,,Steve ,Toth,"Toth, Steve ",,R,45436,0.373105158567229,,,,,,,,,,
3481,TX,Texas,8,H6TX08183,,Craig,McMichael,"McMichael, Craig",,R,6050,0.0496805662763389,,,,,,,,,,
3482,TX,Texas,8,H6TX08167,,Andre,Dean,"Dean, Andre",,R,5233,0.0429716369130713,,,,,,,,,,
3483,TX,Texas,8,n/a,,,,,Party Votes:,R,121778,,,,,,,,,,,
3484,TX,Texas,8,n/a,,,,,District Votes:,,121778,,,,236379,,,,,,,
3485,TX,Texas,8,n/a,,,,,,,,,,,,,,,,,,
3486,TX,Texas,9,H4TX09095 ,(I),Al,Green,"Green, Al",,D,44487,1,,,152032,0.8064374108199,,,,,W,
3487,TX,Texas,9,n/a,,,,,Party Votes:,D,44487,,,,,,,,,,,
3488,TX,Texas,9,H6TX09082,,Jeff ,Martin,"Martin, Jeff ",,R,11696,1,,,36491,0.1935625891801,,,,,,
3489,TX,Texas,9,n/a,,,,,Party Votes:,R,11696,,,,,,,,,,,
3490,TX,Texas,9,n/a,,,,,District Votes:,,56183,,,,188523,,,,,,,
3491,TX,Texas,9,n/a,,,,,,,,,,,,,,,,,,
3492,TX,Texas,10,H4TX10093 ,(I),Michael T.,McCaul,"McCaul, Michael T.",,R,76646,1,,,179221,0.573323736404351,,,,,W,
3493,TX,Texas,10,n/a,,,,,Party Votes:,R,76646,,,,,,,,,,,
3494,TX,Texas,10,H2TX10113 ,,Tawana W. ,Cadien,"Cadien, Tawana W. ",,D,22660,0.519474565003095,,,120170,0.384420985284709,,,,,,
3495,TX,Texas,10,H6TX10148 ,,Scot B.,Gallaher,"Gallaher, Scot B.",,D,20961,0.480525434996905,,,,,,,,,,
3496,TX,Texas,10,n/a,,,,,Party Votes:,D,43621,,,,,,,,,,,
3497,TX,Texas,10,H4TX10184,,Bill,Kelsey,"Kelsey, Bill",,LIB,*,,,,13209,0.0422552783109405,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3498,TX,Texas,10,n/a,,,,,District Votes:,,120267,,,,312600,,,,,,,
3499,TX,Texas,10,n/a,,,,,,,,,,,,,,,,,,
3500,TX,Texas,11,H4TX19136,(I),Mike,Conaway,"Conaway, Mike",,R,101056,1,,,201871,0.895024562399135,,,,,W,
3501,TX,Texas,11,n/a,,,,,Party Votes:,R,101056,,,,,,,,,,,
3502,TX,Texas,11,H6TX11096 ,,Nicholas,Landholt,"Landholt, Nicholas",,LIB,*,,,,23677,0.104975437600865,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3503,TX,Texas,11,n/a,,,,,District Votes:,,101056,,,,225548,,,,,,,
3504,TX,Texas,11,n/a,,,,,,,,,,,,,,,,,,
3505,TX,Texas,12,H6TX12060,(I),Kay ,Granger,"Granger, Kay ",,R,87329,1,,,196482,0.694000671105381,,,,,W,
3506,TX,Texas,12,n/a,,,,,Party Votes:,R,87329,,,,,,,,,,,
3507,TX,Texas,12,H6TX12136,,Bill,Bradshaw,"Bradshaw, Bill",,D,25839,1,,,76029,0.26854458435618,,,,,,
3508,TX,Texas,12,n/a,,,,,Party Votes:,D,25839,,,,,,,,,,,
3509,TX,Texas,12,H4TX12032,,Ed,Colliver,"Colliver, Ed",,LIB,*,,,,10604,0.0374547445384384,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3510,TX,Texas,12,n/a,,,,,District Votes:,,113168,,,,283115,,,,,,,
3511,TX,Texas,12,n/a,,,,,,,,,,,,,,,,,,
3512,TX,Texas,13,H4TX13014,(I),Mac ,Thornberry,"Thornberry, Mac ",,R,98033,1,,,199050,0.899693548241292,,,,,W,
3513,TX,Texas,13,n/a,,,,,Party Votes:,R,98033,,,,,,,,,,,
3514,TX,Texas,13,H6TX13142,,Calvin,DeWeese,"DeWeese, Calvin",,LIB,*,,,,14725,0.0665560788638685,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3515,TX,Texas,13,H6TX13134,,"H.F. ""Rusty""",Tomlinson,"Tomlinson, H.F. ""Rusty""",,GRE,*,,,,7467,0.0337503728948391,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3516,TX,Texas,13,n/a,,,,,District Votes:,,98033,,,,221242,,,,,,,
3517,TX,Texas,13,n/a,,,,,,,,,,,,,,,,,,
3518,TX,Texas,14,H2TX14149,(I),Randy,Weber,"Weber, Randy",,R,57869,0.840422905441713,,,160631,0.618560948841866,,,,,W,
3519,TX,Texas,14,H6TX14132,,Keith,Casey,"Casey, Keith",,R,10988,0.159577094558287,,,,,,,,,,
3520,TX,Texas,14,n/a,,,,,Party Votes:,R,68857,,,,,,,,,,,
3521,TX,Texas,14,H6TX14124,,Michael,Cole,"Cole, Michael",,D,28731,1,,,99054,0.381439051158134,,,,,,
3522,TX,Texas,14,n/a,,,,,Party Votes:,D,28731,,,,,,,,,,,
3523,TX,Texas,14,n/a,,,,,District Votes:,,97588,,,,259685,,,,,,,
3524,TX,Texas,14,n/a,,,,,,,,,,,,,,,,,,
3525,TX,Texas,15,H6TX15162,,Vicente ,Gonzalez,"Gonzalez, Vicente ",,D,22151,0.422108733349849,16071,0.657300613496933,101712,0.573093154683089,,,,,W,
3526,TX,Texas,15,H6TX15154,,"Juan ""Sonny,"" Jr. ",Palacios,"Palacios, Juan ""Sonny,"" Jr. ",,D,9913,0.188901804600111,8379,0.342699386503067,,,,,,,,
3527,TX,Texas,15,H6TX15170,,Dolly ,Elizondo,"Elizondo, Dolly ",,D,8888,0.169369438039522,,,,,,,,,,
3528,TX,Texas,15,H6TX15188,,Joel,Quintanilla,"Quintanilla, Joel",,D,6152,0.117232311298283,,,,,,,,,,
3529,TX,Texas,15,H6TX15055,,Rubén,Ramírez,"Ramírez, Rubén",,D,3149,0.060007241267603,,,,,,,,,,
3530,TX,Texas,15,H6TX15212,,"Rance G ""Randy""",Sweeten,"Sweeten, Rance G ""Randy""",,D,2224,0.0423804714446329,,,,,,,,,,
3531,TX,Texas,15,n/a,,,,,Party Votes:,D,52477,,24450,,,,,,,,,
3532,TX,Texas,15,H6TX15204,,Tim,Westley,"Westley, Tim",,R,13164,0.450097445891886,1384,0.505293902884264,66877,0.376816412082556,,,,,,
3533,TX,Texas,15,H6TX15147,,Ruben O.,Villarreal,"Villarreal, Ruben O.",,R,9349,0.319656716928232,1355,0.494706097115736,,,,,,,,
3534,TX,Texas,15,H6TX15196 ,,Xavier ,Salinas,"Salinas, Xavier ",,R,6734,0.230245837179882,,,,,,,,,,
3535,TX,Texas,15,n/a,,,,,Party Votes:,R,29247,,2739,,,,,,,,,
3536,TX,Texas,15,H6TX15220,,Vanessa S.,Tijerina,"Tijerina, Vanessa S.",,GRE,*,,,,5448,0.0306965894556539,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3537,TX,Texas,15,H8TX28203,,Ross Lynn,Leone,"Leone, Ross Lynn",,LIB,*,,,,3442,0.0193938437787006,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3538,TX,Texas,15,n/a,,,,,District Votes:,,81724,,27189,,177479,,,,,,,
3539,TX,Texas,15,n/a,,,,,,,,,,,,,,,,,,
3540,TX,Texas,16,H2TX16185,(I),Beto,O'Rourke,"O'Rourke, Beto",,D,40051,0.855790598290598,,,150228,0.857323844797379,,,,,W,
3541,TX,Texas,16,H6TX16111,,Ben ,Mendoza,"Mendoza, Ben ",,D,6749,0.144209401709402,,,,,,,,,,
3542,TX,Texas,16,n/a,,,,,Party Votes:,D,46800,,,,,,,,,,,
3543,TX,Texas,16,H4TX16082,,Jaime O.,Perez,"Perez, Jaime O.",,LIB,*,,,,17491,0.0998179525078611,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3544,TX,Texas,16,H6TX16137,,Mary L.,Gourdoux,"Gourdoux, Mary L.",,GRE,*,,,,7510,0.0428582026947594,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3545,TX,Texas,16,n/a,,,,,District Votes:,,46800,,,,175229,,,,,,,
3546,TX,Texas,16,n/a,,,,,,,,,,,,,,,,,,
3547,TX,Texas,17,H0TX17104 ,(I),Bill,Flores,"Flores, Bill",,R,60502,0.724167235208924,,,149417,0.608058503711421,,,,,W,
3548,TX,Texas,17,H6TX17119 ,,Ralph,Patterson,"Patterson, Ralph",,R,15411,0.184459047003483,,,,,,,,,,
3549,TX,Texas,17,H6TX17101 ,,Kaleb,Sims,"Sims, Kaleb",,R,7634,0.0913737177875926,,,,,,,,,,
3550,TX,Texas,17,n/a,,,,,Party Votes:,R,83547,,,,,,,,,,,
3551,TX,Texas,17,H6TX17093 ,,William,Matta,"Matta, William",,D,27639,1,,,86603,0.352434399010288,,,,,,
3552,TX,Texas,17,n/a,,,,,Party Votes:,D,27639,,,,,,,,,,,
3553,TX,Texas,17,H2TX01070,,Clark,Patterson,"Patterson, Clark",,LIB,*,,,,9708,0.0395070972782914,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 12, 2016, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 19, 2016 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3554,TX,Texas,17,n/a,,,,,District Votes:,,111186,,,,245728,,,,,,,
3555,TX,Texas,17,n/a,,,,,,,,,,,,,,,,,,
3556,TX,Texas,18,H4TX18054,(I),Sheila,Jackson Lee,"Jackson Lee, Sheila",,D,46113,1,,,150157,0.734954088924565,,,,,W,
3557,TX,Texas,18,n/a,,,,,Party Votes:,D,46113,,,,,,,,,,,
