state_abbr,state,district,fec_id,first_name,last_name,name,party,votes,vote_share,winner,inc,tot_rec
IL,Illinois,5,H6IL05150,vince,kolber,vince kolber,Republican,86222,0.27483393046117,0,Challenger,56222.89
IL,Illinois,6,H6IL06117,peter,roskam,peter roskam,Republican,208555,0.592240150392167,1,Incumbent,3013381.97
IL,Illinois,6,H6IL06166,amanda,howland,amanda howland,Democrat,143591,0.407759849607833,0,Challenger,100443.41
IL,Illinois,7,H4IL07037,danny,davis,danny davis,Democrat,250584,0.842395433427686,1,Incumbent,552637.99
IL,Illinois,8,H6IL08147,raja,krishnamoorthi,raja krishnamoorthi,Democrat,144954,0.583149281291864,1,Open,3572635.06
IL,Illinois,8,H6IL08170,peter,dicianni,peter dicianni,Republican,103617,0.416850718708136,0,Open,315249.26
IL,Illinois,9,H8IL09067,janice,schakowsky,janice schakowsky,Democrat,217306,0.664650036091366,1,Incumbent,1376477.89
IL,Illinois,9,H6IL09145,joan,lasonde,joan lasonde,Republican,109550,0.335068573595801,0,Challenger,202329.6
IL,Illinois,9,H4IL09074,david,williams,david williams,Other,79,0.0002416286381932,0,Challenger,15659.23
IL,Illinois,10,H2IL10068,brad,schneider,brad schneider,Democrat,150435,0.526003860193849,1,Challenger,5197782.27
IL,Illinois,10,H0IL10302,robert,dold,robert dold,Republican,135535,0.473905229443768,0,Incumbent,5488206.47
IL,Illinois,11,H8IL14067,bill,foster,bill foster,Democrat,166578,0.604478668084319,1,Incumbent,2981949.73
IL,Illinois,11,H6IL11117,tonia,khouri,tonia khouri,Republican,108995,0.395521331915681,0,Challenger,753146.76
IL,Illinois,12,H4IL12060,michael,bost,michael bost,Republican,169976,0.543050843125603,1,Incumbent,2321040.38
IL,Illinois,12,H6IL12099,charles,baricevic,charles baricevic,Democrat,124246,0.396949540258529,0,Challenger,1008200.63
IL,Illinois,12,H2IL12130,paula,bradshaw,paula bradshaw,Other,18780,0.0599996166158683,0,Challenger,3963.66
IL,Illinois,13,H2IL13120,rodney,davis,rodney davis,Republican,187583,0.596649427151918,1,Incumbent,2635220.44
IL,Illinois,13,H6IL13121,mark,wicklund,mark wicklund,Democrat,126811,0.403350572848082,0,Challenger,26682.77
IL,Illinois,14,H0IL14080,randall,hultgren,randall hultgren,Republican,200508,0.593048740450226,1,Incumbent,1183161.68
IL,Illinois,14,H6IL14129,jim,walz,jim walz,Democrat,137589,0.406951259549774,0,Challenger,22919.33
IL,Illinois,17,H2IL17071,cheri,bustos,cheri bustos,Democrat,173125,0.603080106455613,1,Incumbent,3584496.39
IL,Illinois,18,H6IL18088,darin,lahood,darin lahood,Republican,250506,0.721331018218571,1,Incumbent,2550357.2
IL,Illinois,18,H6IL18161,junius,rodriguez,junius rodriguez,Democrat,96770,0.278648825309618,0,Challenger,60549.95
IN,Indiana,1,H4IN01012,peter,visclosky,peter visclosky,Democrat,207515,0.815117270202645,1,Incumbent,1009860.99
IN,Indiana,2,H0IN02190,jackie,walorski,jackie walorski,Republican,164355,0.592575633569731,1,Incumbent,1898007.35
IN,Indiana,2,H6IN02155,lynn,coleman,lynn coleman,Democrat,102401,0.369202868505212,0,Challenger,663102.74
IN,Indiana,3,H6IN03229,jim,banks,jim banks,Republican,201396,0.70112481592497,1,Open,1755487.43
IN,Indiana,4,H0IN04170,todd,rokita,todd rokita,Republican,193412,0.645925312422771,1,Incumbent,1441198.76
IN,Indiana,4,H6IN04169,steven,mayoras,steven mayoras,Other,14766,0.0493130372636374,0,Challenger,1907.49
IN,Indiana,5,H2IN05082,susan,brooks,susan brooks,Republican,221957,0.614609495064173,1,Incumbent,1734455.31
IN,Indiana,5,H6IN05216,angela,demaree,angela demaree,Democrat,123849,0.342943774488765,0,Challenger,148371.64
IN,Indiana,5,H6IN05257,matthew,wittlief,matthew wittlief,Other,15329,0.0424467304470627,0,Challenger,7471.44
IN,Indiana,6,H0IN02125,luke,messer,luke messer,Republican,204920,0.691398012719942,1,Incumbent,1945850.71
IN,Indiana,6,H6IN06206,barry,welsh,barry welsh,Democrat,79135,0.267000691667932,0,Challenger,6073.84
IN,Indiana,7,H8IN07184,andr,carson,andr carson,Democrat,158739,0.599761967733404,1,Incumbent,1121602.41
IN,Indiana,7,H8IN07259,catherine,ping,catherine ping,Republican,94456,0.356882155136585,0,Challenger,6030.0
IN,Indiana,7,H6IN07386,drew,thompson,drew thompson,Other,11475,0.043355877130011,0,Challenger,16297.37
IN,Indiana,8,H0IN08114,larry,bucshon,larry bucshon,Republican,187702,0.636897591894487,1,Incumbent,994854.35
IN,Indiana,8,H6IN08244,ron,drake,ron drake,Democrat,93356,0.316769195793874,0,Challenger,12275.0
IN,Indiana,9,H6IN09176,trey,hollingsworth,trey hollingsworth,Republican,174791,0.541411769807616,1,Open,3602039.04
IN,Indiana,9,H2IN09167,shelli,yoder,shelli yoder,Democrat,130627,0.404614626923923,0,Open,1439886.91
IA,Iowa,1,H2IA01055,rod,blum,rod blum,Republican,206903,0.53744249656473,1,Incumbent,2406981.12
IA,Iowa,1,H4IA01077,monica,vernon,monica vernon,Democrat,177403,0.460814542167454,0,Challenger,2951995.11
IA,Iowa,2,H6IA02146,dave,loebsack,dave loebsack,Democrat,198571,0.536631966965019,1,Incumbent,1626574.06
IA,Iowa,2,H6IA02161,christopher,peters,christopher peters,Republican,170933,0.461941129415834,0,Challenger,216592.81
IA,Iowa,3,H4IA03115,david,young,david young,Republican,208598,0.534473349099509,1,Incumbent,2522676.6
IA,Iowa,3,H4IA04113,jim,mowrer,jim mowrer,Democrat,155002,0.397148764883278,0,Challenger,1959561.38
IA,Iowa,4,H2IA05072,steve,king,steve king,Republican,226719,0.612325426255675,1,Incumbent,947982.84
IA,Iowa,4,H6IA04134,kim,weaver,kim weaver,Democrat,142993,0.386197229506913,0,Challenger,160509.79
KS,Kansas,1,H6KS01179,roger,marshall,roger marshall,Other,169992,0.658957789829089,1,Challenger,1653986.34
KS,Kansas,1,H6KS01146,tim,huelskamp,tim huelskamp,Other,874,1.0,0,Incumbent,945520.99
KS,Kansas,1,H4KS01059,alan,lapolice,alan lapolice,Independent,67739,0.262583778796842,0,Challenger,142830.21
KS,Kansas,2,H8KS02090,lynn,jenkins,lynn jenkins,Other,181228,0.609372530690885,1,Incumbent,2200864.8
KS,Kansas,3,H0KS03137,kevin,yoder,kevin yoder,Other,176022,0.51301466280788,1,Incumbent,3255822.98
KS,Kansas,3,H6KS03241,jay,sidie,jay sidie,Other,139300,0.405988697601082,0,Challenger,579741.67
KS,Kansas,4,H0KS04051,michael,pompeo,michael pompeo,Other,166998,0.606711692237267,1,Incumbent,1464958.57
KS,Kansas,4,H6KS04165,daniel,giroux,daniel giroux,Democrat,81495,0.296075218618643,0,Challenger,264191.25
KS,Kansas,4,H6KS04173,miranda,allen,miranda allen,Independent,19021,0.0691041994397841,0,Challenger,87890.28
KY,Kentucky,1,H6KY01110,james,comer,james comer,Republican,216959,0.725612957816195,1,Open,1155295.46
KY,Kentucky,1,H4KY01073,samuel,gaskins,samuel gaskins,Democrat,81710,0.273276678004421,0,Open,14624.98
KY,Kentucky,3,H6KY03124,john,yarmuth,john yarmuth,Democrat,212401,0.634991958002236,1,Incumbent,690649.72
KY,Kentucky,3,H6KY03173,harold,bratcher,harold bratcher,Republican,122093,0.365008041997764,0,Challenger,7525.0
KY,Kentucky,4,H2KY04121,thomas,massie,thomas massie,Republican,233922,0.713205096543461,1,Incumbent,472749.9
KY,Kentucky,6,H0KY06104,andy,barr,andy barr,Republican,202099,0.61089028404574,1,Incumbent,2592303.48
KY,Kentucky,6,H6KY06127,nancy,kemper,nancy kemper,Democrat,128728,0.38910971595426,0,Challenger,455527.89
LA,Louisiana,1,H0LA01087,steve,scalise,steve scalise,Republican,243645,0.745575112917243,1,Incumbent,3581223.24
LA,Louisiana,1,H6LA01209,danil,faust,danil faust,Democrat,12708,0.0388875968517816,0,Challenger,7709.0
LA,Louisiana,2,H8LA02054,cedric,richmond,cedric richmond,Democrat,198289,0.697540006120963,1,Incumbent,1404764.61
LA,Louisiana,2,H6LA02215,melvin,holden,melvin holden,Democrat,57125,0.200954025940219,0,Challenger,53750.0
LA,Louisiana,3,H6LA03148,clay,higgins,clay higgins,Republican,84912,0.264974068040967,1,Challenger,403923.01
LA,Louisiana,3,H6LA03130,scott,angelle,scott angelle,Republican,91532,0.285632259232214,0,Challenger,2021228.97
LA,Louisiana,3,H6LA03155,larry,rader,larry rader,Democrat,27830,0.0868455378931141,0,Challenger,16261.0
LA,Louisiana,3,H6LA03122,gus,rantz,gus rantz,Republican,25662,0.080080136306615,0,Open,738256.88
LA,Louisiana,3,H6LA03098,greg,ellison,greg ellison,Republican,24882,0.0776460896103653,0,Open,569907.75
LA,Louisiana,3,H6LA03106,brett,geymann,brett geymann,Republican,21607,0.0674262140588041,0,Open,140889.98
LA,Louisiana,3,H6LA03114,grover,rees,grover rees,Republican,2457,0.0076672470931865,0,Open,161236.7
LA,Louisiana,4,H6LA04138,mike,johnson,mike johnson,Republican,70580,0.246796160637796,1,Open,1201812.45
LA,Louisiana,4,H6LA04153,marshall,jones,marshall jones,Democrat,80593,0.28180848645908,0,Open,476615.9
LA,Louisiana,4,H6LA04120,ralph,baucum,ralph baucum,Republican,50412,0.176274979456965,0,Open,785184.03
LA,Louisiana,4,H6LA04146,oliver,jenkins,oliver jenkins,Republican,44521,0.155675996992849,0,Open,863244.6
LA,Louisiana,4,H6LA04112,elbert,guillory,elbert guillory,Republican,21017,0.0734898683497386,0,Open,1106466.42
LA,Louisiana,4,H6LA04096,rick,john,rick john,Republican,13220,0.0462262006748606,0,Open,189499.67
LA,Louisiana,5,H4LA05221,ralph,abraham,ralph abraham,Republican,208545,0.815705892936768,1,Incumbent,607693.18
LA,Louisiana,6,H4LA06153,garret,graves,garret graves,Republican,207483,0.62665132377725,1,Incumbent,1951463.2
ME,Maine,1,H8ME01120,chellie,pingree,chellie pingree,Democrat,227546,0.579896073049586,1,Incumbent,614358.96
ME,Maine,1,H6ME01207,mark,holbrook,mark holbrook,Republican,164569,0.419400546903471,0,Challenger,104143.75
ME,Maine,2,H4ME02234,bruce,poliquin,bruce poliquin,Republican,192878,0.547664140517856,1,Incumbent,3404509.12
ME,Maine,2,H4ME02200,emily,cain,emily cain,Democrat,159081,0.451699826510649,0,Challenger,3513506.97
MD,Maryland,1,H8MD01094,andy,harris,andy harris,Republican,242574,0.669914415198138,1,Incumbent,1293839.02
MD,Maryland,2,H2MD02160,dutch,ruppersberger,dutch ruppersberger,Democrat,192183,0.62098681659558,1,Incumbent,1144544.26
MD,Maryland,2,H6MD02211,pat,mcdonough,pat mcdonough,Republican,102577,0.33144952824092,0,Challenger,241824.82
MD,Maryland,3,H6MD03292,john,sarbanes,john sarbanes,Democrat,214640,0.631898137925959,1,Incumbent,948496.94
MD,Maryland,3,H6MD03441,mark,plaster,mark plaster,Republican,115048,0.33870022815927,0,Challenger,608306.08
MD,Maryland,4,H6MD04209,anthony,brown,anthony brown,Democrat,237501,0.740686106346484,1,Open,1649992.08
MD,Maryland,5,H2MD05155,steny,hoyer,steny hoyer,Democrat,242989,0.673782838001963,1,Incumbent,3736291.14
MD,Maryland,5,H4MD05144,mark,arness,mark arness,Republican,105931,0.293735476965566,0,Challenger,53054.16
MD,Maryland,6,H2MD06195,john,delaney,john delaney,Democrat,185770,0.559593701897444,1,Incumbent,1957196.11
MD,Maryland,6,H6MD06212,amie,hoeber,amie hoeber,Republican,133081,0.400878987146545,0,Challenger,1177501.27
MD,Maryland,7,H6MD07160,elijah,cummings,elijah cummings,Democrat,238838,0.748915061208108,1,Incumbent,1091551.88
MD,Maryland,8,H6MD08457,jamie,raskin,jamie raskin,Democrat,220657,0.605661444209001,1,Open,2555285.17
MD,Maryland,8,H6MD08564,dan,cox,dan cox,Republican,124651,0.342143257100822,0,Open,79636.47
MD,Maryland,8,H6MD08598,nancy,wallace,nancy wallace,Other,11201,0.0307446119388237,0,Open,16882.52
MA,Massachusetts,1,H8MA02041,richard,neal,richard neal,Democrat,235803,0.733357384329739,1,Incumbent,1792791.11
MA,Massachusetts,1,H6MA01096,thomas,simmons,thomas simmons,Other,27511,0.0855603830328514,0,Challenger,17850.0
MA,Massachusetts,3,H8MA05143,nicola,tsongas,nicola tsongas,Democrat,236713,0.6869370153689,1,Incumbent,1213205.85
MA,Massachusetts,3,H4MA03097,ann,wofford,ann wofford,Republican,107519,0.312018270882667,0,Challenger,41826.53
MA,Massachusetts,4,H2MA04073,joseph,kennedy,joseph kennedy,Democrat,265823,0.700985989404372,1,Incumbent,3149238.04
MA,Massachusetts,4,H0MA09027,david,rosa,david rosa,Republican,113055,0.298130602062693,0,Challenger,18633.55
MA,Massachusetts,8,H2MA09072,stephen,lynch,stephen lynch,Democrat,271019,0.724136641149987,1,Incumbent,1216340.21
MA,Massachusetts,8,H6MA08299,william,burke,william burke,Republican,102744,0.274522063243958,0,Challenger,47391.0
MA,Massachusetts,9,H0MA10082,william,keating,william keating,Democrat,211790,0.557496150252043,1,Incumbent,1200514.28
MA,Massachusetts,9,H4MA09052,mark,alliegro,mark alliegro,Republican,127803,0.336416641440398,0,Challenger,262049.96
MA,Massachusetts,9,H6MA09180,paul,harrington,paul harrington,Independent,26233,0.0690532910409455,0,Challenger,63438.0
MA,Massachusetts,9,H6MA09164,christopher,cataldo,christopher cataldo,Other,8338,0.0219481698890483,0,Challenger,8608.0
MI,Michigan,1,H6MI01226,jack,bergman,jack bergman,Republican,197777,0.548967305167499,1,Open,1392239.43
MI,Michigan,1,H6MI01200,lon,johnson,lon johnson,Democrat,144334,0.400626195280775,0,Challenger,2064534.58
MI,Michigan,1,H6MI01234,diane,bostow,diane bostow,Other,13386,0.037155363601289,0,Open,6574.24
MI,Michigan,2,H0MI02094,bill,huizenga,bill huizenga,Republican,212508,0.626261316484346,1,Incumbent,1201720.31
MI,Michigan,2,H6MI02182,dennis,murphy,dennis murphy,Democrat,110391,0.325322401923802,0,Challenger,16620.78
MI,Michigan,3,H0MI03126,justin,amash,justin amash,Republican,203545,0.594526309640296,1,Incumbent,688107.52
MI,Michigan,3,H6MI03172,douglas,smith,douglas smith,Democrat,128400,0.375038336278533,0,Challenger,30184.5
MI,Michigan,4,H4MI04126,john,moolenaar,john moolenaar,Republican,194572,0.616219742771994,1,Incumbent,1055125.41
MI,Michigan,4,H2MI04237,debra,wirth,debra wirth,Other,101277,0.320749577990252,0,Challenger,14942.92
MI,Michigan,5,H2MI05119,daniel,kildee,daniel kildee,Democrat,195279,0.611601955582838,1,Incumbent,1090756.31
MI,Michigan,6,H6MI04113,fred,upton,fred upton,Republican,193259,0.586406323487021,1,Incumbent,2985193.3
MI,Michigan,6,H4MI06105,paul,clements,paul clements,Democrat,119980,0.364055649113225,0,Challenger,1159966.24
MI,Michigan,6,H6MI06159,lorence,wenke,lorence wenke,Other,16248,0.0493013517818943,0,Challenger,0.0
MI,Michigan,7,H4MI07103,tim,walberg,tim walberg,Republican,184321,0.550529110801148,1,Incumbent,2406972.54
MI,Michigan,7,H6MI07223,gretchen,driskell,gretchen driskell,Democrat,134010,0.40026044855693,0,Challenger,2576893.05
MI,Michigan,8,H4MI08135,mike,bishop,mike bishop,Republican,205629,0.560345861219507,1,Incumbent,1651429.76
MI,Michigan,8,H6MI08262,suzanna,shkreli,suzanna shkreli,Democrat,143791,0.391835255390116,0,Challenger,780514.76
MI,Michigan,8,H4MI08101,jeremy,burgess,jeremy burgess,Other,2250,0.0061313248021625,0,Challenger,0.0
MI,Michigan,9,H2MI17023,sander,levin,sander levin,Democrat,199661,0.579105213545066,1,Incumbent,1306856.98
MI,Michigan,10,H4MI04118,paul,mitchell,paul mitchell,Republican,215132,0.63091708384289,1,Open,3982089.77
MI,Michigan,10,H6MI10227,frank,accavitti,frank accavitti,Democrat,110112,0.322925189818847,0,Open,48426.12
MI,Michigan,11,H4MI11097,david,trott,david trott,Republican,200872,0.529323720381145,1,Incumbent,1353149.44
MI,Michigan,11,H4MI11089,anil,kumar,anil kumar,Democrat,152461,0.401754469179526,0,Challenger,1177138.09
MI,Michigan,11,H2MI11133,kerry,bentivolio,kerry bentivolio,Other,16610,0.0437694999578379,0,Challenger,46201.49
MI,Michigan,12,H4MI12079,debbie,dingell,debbie dingell,Democrat,211378,0.643381972472317,1,Incumbent,1176763.41
MI,Michigan,12,H6MI12264,jeff,jones,jeff jones,Republican,96104,0.292516634098532,0,Challenger,40861.0
MI,Michigan,12,H6MI12272,tom,bagwell,tom bagwell,Other,7489,0.022794650303462,0,Challenger,889.06
MI,Michigan,13,H6MI01028,john,conyers,john conyers,Democrat,198771,0.771036901127632,1,Incumbent,627678.4
MI,Michigan,14,H2MI14111,brenda,lawrence,brenda lawrence,Democrat,244135,0.785065632496607,1,Incumbent,872534.44
MN,Minnesota,1,H6MN01174,tim,walz,tim walz,Other,169074,0.503380701864075,1,Incumbent,1572880.8
MN,Minnesota,1,H0MN01045,jim,hagedorn,jim hagedorn,Republican,166526,0.495794591472474,0,Challenger,368847.14
MN,Minnesota,2,H6MN02149,jason,lewis,jason lewis,Republican,173970,0.469536913584912,1,Open,1045808.6
MN,Minnesota,2,H6MN02131,angie,craig,angie craig,Other,167315,0.451575379067997,0,Challenger,4811520.19
MN,Minnesota,2,H4MN02136,paula,overby,paula overby,Other,28869,0.0779160841425695,0,Open,3817.61
MN,Minnesota,3,H8MN03077,erik,paulsen,erik paulsen,Republican,223077,0.566956570359677,1,Incumbent,4954433.03
MN,Minnesota,3,H8MN03069,terri,bonoff,terri bonoff,Other,169243,0.430135920948295,0,Challenger,1975383.62
MN,Minnesota,4,H0MN04049,betty,mccollum,betty mccollum,Other,203299,0.57764587548019,1,Incumbent,920365.29
MN,Minnesota,4,H6MN04236,greg,ryan,greg ryan,Republican,121032,0.343895619757689,0,Challenger,65628.55
MN,Minnesota,5,H6MN05183,keith,ellison,keith ellison,Other,249964,0.690733443498157,1,Incumbent,2799429.48
MN,Minnesota,6,H4MN06087,tom,emmer,tom emmer,Republican,235380,0.655793427020762,1,Incumbent,1887293.93
MN,Minnesota,7,H2MN07014,collin,peterson,collin peterson,Other,173589,0.52467900667376,1,Incumbent,1203941.53
MN,Minnesota,7,H6MN07304,dave,hughes,dave hughes,Republican,156952,0.474393074765451,0,Challenger,19835.65
MN,Minnesota,8,H2MN08111,rick,nolan,rick nolan,Other,179098,0.50170458206225,1,Incumbent,3047314.2
MN,Minnesota,8,H4MN08083,stewart,mills,stewart mills,Republican,177089,0.496076800035856,0,Challenger,3778710.55
MS,Mississippi,1,H6MS01131,trent,kelly,trent kelly,Republican,206455,0.687214361084205,1,Incumbent,1104907.86
MS,Mississippi,2,H4MS02068,bennie,thompson,bennie thompson,Democrat,192343,0.671059150251547,1,Incumbent,1029909.16
MS,Mississippi,2,H6MS02162,john,bouie,john bouie,Republican,83542,0.291466929029467,0,Challenger,0.0
MS,Mississippi,3,H8MS03067,gregg,harper,gregg harper,Republican,209490,0.662010775964228,1,Incumbent,1009225.0
MS,Mississippi,4,H0MS04120,steven,palazzo,steven palazzo,Republican,181323,0.650418431804404,1,Incumbent,782618.1
MS,Mississippi,4,H6MS04192,mark,gladney,mark gladney,Democrat,77505,0.278015919420042,0,Challenger,61077.05
MO,Missouri,1,H0MO01066,lacy,clay,lacy clay,Democrat,236993,0.754697093215805,1,Incumbent,660079.99
MO,Missouri,2,H2MO02102,ann,wagner,ann wagner,Republican,241954,0.585425457783284,1,Incumbent,2326366.1
MO,Missouri,2,H6MO02301,bill,otto,bill otto,Democrat,155689,0.376700960086718,0,Challenger,463311.27
MO,Missouri,3,H8MO09153,blaine,luetkemeyer,blaine luetkemeyer,Republican,249865,0.678367129744009,1,Incumbent,1905574.11
MO,Missouri,3,H6MO03325,doanita,simmons,doanita simmons,Other,3605,0.0097873391740626,0,Challenger,2663.0
MO,Missouri,4,H0MO04086,vicky,hartzler,vicky hartzler,Republican,225348,0.678280970641175,1,Incumbent,928062.53
MO,Missouri,4,H6MO04224,gordon,christensen,gordon christensen,Democrat,92510,0.278448322567829,0,Challenger,217312.08
MO,Missouri,5,H4MO05234,emanuel,cleaver,emanuel cleaver,Democrat,190766,0.588293705862399,1,Incumbent,1165082.56
MO,Missouri,5,H6MO05189,jacob,turk,jacob turk,Republican,123771,0.381691183273198,0,Challenger,124450.53
MO,Missouri,6,H0MO06073,sam,graves,sam graves,Republican,238388,0.680245631256349,1,Incumbent,1526911.24
MO,Missouri,7,H0MO07113,billy,long,billy long,Republican,228692,0.6753906446116,1,Incumbent,1468339.43
MO,Missouri,7,H4MO07131,genevieve,williams,genevieve williams,Democrat,92756,0.27393408878139,0,Challenger,20564.3
MO,Missouri,8,H4MO08162,jason,smith,jason smith,Republican,229792,0.743974021517074,1,Incumbent,1696238.68
MT,Montana,0,H4MT01041,ryan,zinke,ryan zinke,Republican,285358,0.561915282840158,1,Incumbent,5680723.67
MT,Montana,0,H6MT01095,denise,juneau,denise juneau,Democrat,205919,0.405487258556488,0,Challenger,2760222.95
NE,Nebraska,1,H4NE01064,jeff,fortenberry,jeff fortenberry,Republican,189771,0.694526383592326,1,Incumbent,802661.38
NE,Nebraska,2,H6NE02125,don,bacon,don bacon,Republican,141066,0.489289232348738,1,Challenger,1607044.1
NE,Nebraska,2,H4NE02054,brad,ashford,brad ashford,Democrat,137602,0.477274303869473,0,Incumbent,2512188.38
NV,Nevada,1,H8NV03036,dina,titus,dina titus,Democrat,116537,0.618719206591913,1,Incumbent,952070.38
NV,Nevada,1,H6NV01208,mary,perry,mary perry,Republican,54174,0.287621049949032,0,Challenger,31504.87
NV,Nevada,1,H6NV01232,reuben,dsilva,reuben dsilva,Other,13897,0.0737820676180768,0,Challenger,26094.17
NV,Nevada,2,H2NV02395,mark,amodei,mark amodei,Republican,182676,0.583003548905967,1,Incumbent,870349.56
NV,Nevada,2,H6NV02248,chip,evans,chip evans,Democrat,115722,0.369322388745628,0,Challenger,209819.06
NV,Nevada,3,H6NV03139,jacky,rosen,jacky rosen,Democrat,146869,0.472303778906172,1,Open,1730753.77
NV,Nevada,3,H2NV04045,danny,tarkanian,danny tarkanian,Republican,142926,0.459623813765625,0,Open,2081375.71
NV,Nevada,4,H2NV00050,ruben,kihuen,ruben kihuen,Democrat,128985,0.485186912723908,1,Challenger,2248239.36
NV,Nevada,4,H4NV04017,cresent,hardy,cresent hardy,Republican,118328,0.445099794617937,0,Incumbent,1892629.38
NH,New Hampshire,1,H6NH01230,carol,sheaporter,carol sheaporter,Democrat,162080,0.442860890093556,1,Challenger,1537929.58
NH,New Hampshire,1,H0NH01217,frank,guinta,frank guinta,Republican,157176,0.429461397219551,0,Incumbent,1540561.73
NH,New Hampshire,1,H0NH01225,rich,ashooh,rich ashooh,Other,55,0.0001502797936521,0,Challenger,318115.22
NH,New Hampshire,1,H6NH01271,shawn,oconnor,shawn oconnor,Independent,34735,0.0949085205910641,0,Challenger,2031306.36
NH,New Hampshire,2,H0NH02181,ann,kuster,ann kuster,Democrat,174495,0.4974301083545,1,Incumbent,3221019.51
NH,New Hampshire,2,H6NH02238,jim,lawrence,jim lawrence,Republican,158973,0.453181790970743,0,Challenger,105442.61
NJ,New Jersey,1,H4NJ01084,donald,norcross,donald norcross,Democrat,183231,0.599827153299964,1,Incumbent,2431549.03
NJ,New Jersey,1,H6NJ01204,bob,patterson,bob patterson,Republican,112388,0.367914676583528,0,Challenger,213282.85
NJ,New Jersey,1,H4NJ01142,scot,tomaszewski,scot tomaszewski,Other,5473,0.0179164770699865,0,Challenger,9984.0
NJ,New Jersey,2,H2NJ02037,frank,lobiondo,frank lobiondo,Republican,176338,0.592145603519199,1,Incumbent,1598321.69
NJ,New Jersey,2,H4NJ02157,david,cole,david cole,Democrat,110838,0.372195637938851,0,Challenger,127884.19
NJ,New Jersey,2,H6NJ02194,james,keenan,james keenan,Other,2653,0.0089088131096895,0,Challenger,502.48
NJ,New Jersey,3,H4NJ03130,tom,macarthur,tom macarthur,Republican,194596,0.593171980735231,1,Incumbent,1921317.84
NJ,New Jersey,3,H4NJ03163,frederick,lavergne,frederick lavergne,Democrat,127526,0.38872767176736,0,Challenger,600.0
NJ,New Jersey,4,H8NJ04014,christopher,smith,christopher smith,Republican,211992,0.637217299299035,1,Incumbent,728767.64
NJ,New Jersey,4,H6NJ04158,lorna,phillipson,lorna phillipson,Democrat,111532,0.335249065178969,0,Challenger,160233.65
NJ,New Jersey,5,H6NJ05171,joshua,gottheimer,joshua gottheimer,Democrat,172587,0.511064521573818,1,Challenger,4799702.17
NJ,New Jersey,5,H8NJ05052,scott,garrett,scott garrett,Republican,157690,0.466951534049351,0,Incumbent,2469908.66
NJ,New Jersey,6,H8NJ03073,frank,pallone,frank pallone,Democrat,167895,0.63732989162412,1,Incumbent,2415229.49
NJ,New Jersey,6,H6NJ06229,brent,sonnekschmelz,brent sonnekschmelz,Republican,91908,0.348883026173439,0,Challenger,75784.4
NJ,New Jersey,7,H6NJ12136,leonard,lance,leonard lance,Republican,185850,0.540835479505871,1,Incumbent,1120242.4
NJ,New Jersey,7,H6NJ07151,peter,jacob,peter jacob,Democrat,148188,0.431236631891396,0,Challenger,320853.43
NJ,New Jersey,8,H6NJ13191,albio,sires,albio sires,Democrat,134733,0.770391505469183,1,Incumbent,635397.21
NJ,New Jersey,9,H6NJ08118,bill,pascrell,bill pascrell,Democrat,162642,0.697310089949495,1,Incumbent,1743985.39
NJ,New Jersey,9,H6NJ09231,hector,castillo,hector castillo,Republican,65376,0.280292571663766,0,Challenger,99778.6
NJ,New Jersey,10,H2NJ10154,donald,payne,donald payne,Democrat,190856,0.856736289732506,1,Incumbent,538946.11
NJ,New Jersey,11,H2NJ05014,rodney,frelinghuysen,rodney frelinghuysen,Republican,194299,0.580010865931127,1,Incumbent,1994556.82
NJ,New Jersey,12,H4NJ12149,bonnie,coleman,bonnie coleman,Democrat,181430,0.628581525392019,1,Incumbent,1102180.85
NM,New Mexico,1,H8NM01257,michelle,grisham,michelle grisham,Democrat,181088,0.651473016581105,1,Incumbent,1885721.53
NM,New Mexico,2,H2NM02126,steve,pearce,steve pearce,Republican,143515,0.62720427240983,1,Incumbent,1860536.25
NM,New Mexico,2,H6NM02101,merrie,soules,merrie soules,Democrat,85232,0.372489806264395,0,Challenger,405438.89
NM,New Mexico,3,H8NM03196,ben,lujan,ben lujan,Democrat,170612,0.624170453131974,1,Incumbent,2108972.55
NM,New Mexico,3,H6NM03067,michael,romero,michael romero,Republican,102730,0.375829546868026,0,Challenger,98903.73
NY,New York,1,H8NY01148,lee,zeldin,lee zeldin,Republican,158409,0.48908271326685,1,Incumbent,4412494.79
NY,New York,1,H6NY01126,anna,throneholst,anna throneholst,Democrat,126635,0.390981506066875,0,Challenger,3897881.86
NY,New York,2,H2NY03089,peter,king,peter king,Other,157571,0.538529366530529,1,Incumbent,1066997.59
NY,New York,2,H6NY02124,du,gregory,du gregory,Democrat,102270,0.349527503887626,0,Challenger,376956.35
NY,New York,3,H6NY03247,thomas,suozzi,thomas suozzi,Democrat,171775,0.529754451756956,1,Open,2410013.78
NY,New York,3,H6NY03197,jack,martins,jack martins,Republican,133954,0.413114410307968,0,Open,1179479.64
NY,New York,4,H4NY04075,kathleen,rice,kathleen rice,Democrat,181861,0.581025559105431,1,Incumbent,2119648.91
NY,New York,4,H6NY03171,david,gurfein,david gurfein,Other,111246,0.355418530351438,0,Open,451163.28
NY,New York,5,H8NY06048,gregory,meeks,gregory meeks,Democrat,197852,0.846052862268177,1,Incumbent,990039.17
NY,New York,5,H6NY05077,michael,oreilly,michael oreilly,Republican,26791,0.11456342232086,0,Challenger,47458.0
